index,original,generated_cf,round_iter,rounds_plaus,orig_label,cf_label,iter3_success,final_success
52,"Premise: four people standing on a hiking trail in a forest with big tree logs on the ground close to them.
Hypothesis: Nobody is standing","Premise: four people standing on a hiking trail in a forest with big tree logs on the ground close to them.
Hypothesis: The group is taking a break from their hike.",0,2,entailment,contradiction,True,True
53,"Premise: A closeup of an older man with glasses speaking.
Hypothesis: The woman is doing a speech.","Premise: A closeup of an older man with glasses speaking.
Hypothesis: The older man with glasses in the image is speaking.",3,0,neutral,neutral,False,False
54,"Premise: People sitting in a dim restaurant eating.
Hypothesis: People are eating food.","Premise: People sitting in a dim restaurant eating.
Hypothesis: People are sitting in the dim restaurant and eating.",3,0,neutral,neutral,False,False
55,"Premise: Child plays with pigeon in busy public area while group of people watch him play.
Hypothesis: A group of people take turns carrying an injured child.","Premise: Child plays with pigeon in busy public area while group of people watch him play.
Hypothesis: The child is playing with the pigeon, drawing the attention of the surrounding crowd.",0,2,contradiction,neutral,True,True
56,"Premise: A woman plays in the wind, with a furry brown dog.
Hypothesis: The dog is a shitzu.","Premise: A woman plays in the wind, with a furry brown dog.
Hypothesis: The woman plays alone.",0,2,contradiction,contradiction,True,False
57,"Premise: Man sitting on bench with suitcase waiting for his source of transportation.
Hypothesis: The man is on a treadmill.","Premise: Man sitting on bench with suitcase waiting for his source of transportation.
Hypothesis: The man is wearing a watch.",0,2,entailment,contradiction,True,True
58,"Premise: A black man wearing a down jacket with his arms spread and holding a pink comb.
Hypothesis: A man was wearing a jacket in winter.","Premise: A black man wearing a down jacket with his arms spread and holding a pink comb.
Hypothesis: The individual described is indeed wearing a down jacket with his arms spread, holding the specified pink comb.",3,0,neutral,neutral,False,False
59,"Premise: A blond little boy in an orange sweatshirt with red sleeves is using scissors to cut something.
Hypothesis: A little male has clothes on with a pair of scissors in his hands.","Premise: A blond little boy in an orange sweatshirt with red sleeves is using scissors to cut something.
Hypothesis: The boy in the orange sweatshirt with red sleeves is using scissors to cut something.",3,0,neutral,neutral,False,False
60,"Premise: People in motion down a city sidewalk.
Hypothesis: People are walking to an event.","Premise: People in motion down a city sidewalk.
Hypothesis: People are moving in the opposite direction to others around them.",0,2,contradiction,neutral,True,True
61,"Premise: A scruffy man is standing in front of a red shopping cart filled with boxes.
Hypothesis: A clean shaven man with an empty blue shopping cart.","Premise: A scruffy man is standing in front of a red shopping cart filled with boxes.
Hypothesis: The man is standing in front of an empty shopping cart.",0,2,entailment,entailment,True,False
62,"Premise: A woman in black walks down the street in front of a graffited wall.
Hypothesis: A lady walks down the street.","Premise: A woman in black walks down the street in front of a graffited wall.
Hypothesis: A woman walks down the street in front of a wall.",0,2,contradiction,neutral,True,True
63,"Premise: This person looks to be snowboarding on a very small pile of snow on a sunny cold day.
Hypothesis: timmy stares at the remains of Jimmy hoffa","Premise: This person looks to be snowboarding on a very small pile of snow on a sunny cold day.
Hypothesis: The person is snowboarding on a small snow patch on a sunny cold day.",0,2,neutral,neutral,True,False
64,"Premise: An elderly lady holding a scruffy dog and smiling contently.
Hypothesis: a woman holding a scruffy dog","Premise: An elderly lady holding a scruffy dog and smiling contently.
Hypothesis: The elderly lady is smiling because she is holding her dog.",2,2,neutral,contradiction,True,True
65,"Premise: A father is teaching his son how to ride a bicycle.
Hypothesis: The boy is improving quickly.","Premise: A father is teaching his son how to ride a bicycle.
Hypothesis: The son is learning to ride a bicycle on his own.",1,2,contradiction,neutral,True,True
66,"Premise: The girl wearing a brown jacket whilst walking in snow.
Hypothesis: A woman is eating pasta in a restaurant.","Premise: The girl wearing a brown jacket whilst walking in snow.
Hypothesis: The girl in the brown jacket is not walking in the snow.",0,2,contradiction,neutral,True,True
67,"Premise: A man with a beard is playing an acoustic guitar on the street.
Hypothesis: The man tries to make some money from tips.","Premise: A man with a beard is playing an acoustic guitar on the street.
Hypothesis: The man is playing the guitar for himself alone in his room.",0,2,contradiction,contradiction,True,False
68,"Premise: A small child with a backpack walks down a narrow road next to a painted wall.
Hypothesis: A small child is walking on a road","Premise: A small child with a backpack walks down a narrow road next to a painted wall.
Hypothesis: The child is walking away from the wall.",0,2,contradiction,neutral,True,True
69,"Premise: A young man holding a young woman in his arms as they get splashed by water shooting up from a fountain.
Hypothesis: A young couple is very much in love.","Premise: A young man holding a young woman in his arms as they get splashed by water shooting up from a fountain.
Hypothesis: The young man and woman are trying to escape the fountain's sudden and powerful water jet.",2,2,contradiction,contradiction,True,False
70,"Premise: A man and a child are purchasing ice cream from a man with a hand pushed ice cream cart.
Hypothesis: A father is buying his daughter ice cream.","Premise: A man and a child are purchasing ice cream from a man with a hand pushed ice cream cart.
Hypothesis: A child is buying ice cream for a man.",0,2,contradiction,neutral,True,True
71,"Premise: A female covering her face in laughter at the dinner table.
Hypothesis: A woman has heard a joke.","Premise: A female covering her face in laughter at the dinner table.
Hypothesis: The woman's laughter is a response to something humorous that happened at the dinner table.",3,0,neutral,neutral,False,False
72,"Premise: A mom and her boy are riding in a bumper car.
Hypothesis: The mom and boy are at an amusement park.","Premise: A mom and her boy are riding in a bumper car.
Hypothesis: The mom and her boy are riding in a bumper car at an amusement park.",3,0,neutral,neutral,False,False
73,"Premise: Police officer wearing a brown uniform talks into a wireless microphone.
Hypothesis: A police officer is silent.","Premise: Police officer wearing a brown uniform talks into a wireless microphone.
Hypothesis: The police officer is not using the microphone to speak.",0,2,contradiction,neutral,True,True
74,"Premise: In a snowy residential environment, a man with a brown jacket and gray mustache and beard places a hand on a felled log while another man in a blue shirt is blurry on the right side of the photo.
Hypothesis: The log is for firewood.","Premise: In a snowy residential environment, a man with a brown jacket and gray mustache and beard places a hand on a felled log while another man in a blue shirt is blurry on the right side of the photo.
Hypothesis: The man in the brown jacket is standing next to a log that someone else has cut down.",0,2,contradiction,contradiction,True,False
75,"Premise: A woman crosses the street with a baby in her arms.
Hypothesis: A woman crosses the street carrying her baby boy.","Premise: A woman crosses the street with a baby in her arms.
Hypothesis: The woman is holding a baby while she crosses the street.",3,0,neutral,neutral,False,False
76,"Premise: A woman in a brown jacket and jeans is kneeling on a brick road while taking a picture of another woman posing.
Hypothesis: The woman posing is a famous model.","Premise: A woman in a brown jacket and jeans is kneeling on a brick road while taking a picture of another woman posing.
Hypothesis: The woman in the brown jacket is taking a picture of someone.",0,2,contradiction,neutral,True,True
77,"Premise: An older women tending to a garden.
Hypothesis: The lady is cooking dinner","Premise: An older women tending to a garden.
Hypothesis: The woman is not gardening.",0,2,contradiction,neutral,True,True
78,"Premise: The three young children played with some toilet paper in the grass.
Hypothesis: The three young children are throwing the toilet paper around.","Premise: The three young children played with some toilet paper in the grass.
Hypothesis: The three young children were playing with toilet paper that was located in the grass.",3,0,neutral,neutral,False,False
79,"Premise: Man and woman rowing on surfboards third rower in distance.
Hypothesis: Couples rowing on surfboards.","Premise: Man and woman rowing on surfboards third rower in distance.
Hypothesis: A man and a woman are rowing on surfboards, and there is another rower in the distance.",3,0,neutral,neutral,False,False
80,"Premise: A golden retriever nurses puppies.
Hypothesis: Puppies next to their mother","Premise: A golden retriever nurses puppies.
Hypothesis: The golden retriever ignores the puppies.",1,2,contradiction,contradiction,True,False
81,"Premise: A performer plays an instrument for the audience.
Hypothesis: The instrument plays a performer for an audience.","Premise: A performer plays an instrument for the audience.
Hypothesis: The performer is not playing an instrument.",0,2,entailment,neutral,True,True
82,"Premise: A man throws his young boy playfully into the air standing on a beach.
Hypothesis: A Dad and son is playing on the beach.","Premise: A man throws his young boy playfully into the air standing on a beach.
Hypothesis: The man is carefully placing the boy into a crib.",2,2,contradiction,contradiction,True,False
83,"Premise: A dog jumping for a Frisbee in the snow.
Hypothesis: A cat washes his face and whiskers with his front paw.","Premise: A dog jumping for a Frisbee in the snow.
Hypothesis: The dog is standing still, watching the snowfall.",0,2,entailment,contradiction,True,True
84,"Premise: Small girl riding in play car.
Hypothesis: A girl is riding in a toy car.","Premise: Small girl riding in play car.
Hypothesis: The girl is not playing with any toys.",0,2,contradiction,contradiction,True,False
85,"Premise: People walk outside ""The Tempe Bar"".
Hypothesis: People move around outside.","Premise: People walk outside ""The Tempe Bar"".
Hypothesis: People are walking outside The Tempe Bar because they are leaving it.",3,2,neutral,contradiction,True,True
86,"Premise: A group of people having a conversation.
Hypothesis: People are talking about politics.","Premise: A group of people having a conversation.
Hypothesis: The people are having a discussion among themselves.",3,0,neutral,neutral,False,False
87,"Premise: A man in an army uniform speaks into a microphone.
Hypothesis: A soldier speaks into the microphone.","Premise: A man in an army uniform speaks into a microphone.
Hypothesis: The man is giving a public address.",3,0,neutral,neutral,False,False
88,"Premise: A child sits in a tree holding a branch.
Hypothesis: The adult jumped up onto the tree.","Premise: A child sits in a tree holding a branch.
Hypothesis: The child is holding something.",3,0,neutral,neutral,False,False
89,"Premise: A man with a beer in his hand listens to a woman talk.
Hypothesis: A man has a beer with him.","Premise: A man with a beer in his hand listens to a woman talk.
Hypothesis: The man holds a beer and is paying attention to what the woman is saying.",3,0,neutral,neutral,False,False
90,"Premise: Two little boys are smiling and laughing while one is standing and one is in a bouncy seat.
Hypothesis: The little boys are crying.","Premise: Two little boys are smiling and laughing while one is standing and one is in a bouncy seat.
Hypothesis: The little boys are unhappy.",0,2,contradiction,neutral,True,True
91,"Premise: Two men in suits standing in front of a bus, one is wearing a medal.
Hypothesis: Two men are standing in front of a large vehicle.","Premise: Two men in suits standing in front of a bus, one is wearing a medal.
Hypothesis: One of the men in suits is wearing a medal as part of their attire while standing in front of the bus.",3,0,neutral,neutral,False,False
92,"Premise: A woman is cutting into a sandwich while sitting at an outdoor table.
Hypothesis: The lady on the table is cutting her sandwhich","Premise: A woman is cutting into a sandwich while sitting at an outdoor table.
Hypothesis: The woman is cutting the sandwich to serve someone else.",1,2,contradiction,contradiction,True,False
93,"Premise: Three men are working with their bikes in the shoulder of a road.
Hypothesis: The men's bikes broke.","Premise: Three men are working with their bikes in the shoulder of a road.
Hypothesis: The men are fixing their bikes.",0,2,contradiction,neutral,True,True
94,"Premise: A boy and a girl stand in a median amongst Mike Huckabee signs.
Hypothesis: Two people stand on a median with advertising signs.","Premise: A boy and a girl stand in a median amongst Mike Huckabee signs.
Hypothesis: A boy and a girl stand amongst Mike Huckabee signs in a median.",3,0,neutral,neutral,False,False
95,"Premise: A man who wears glasses, a blue shirt and a Chicago White Sox cap holds a young boy who also wears a blue shirt.
Hypothesis: The man the baseball is taking his son to a baseball game today.","Premise: A man who wears glasses, a blue shirt and a Chicago White Sox cap holds a young boy who also wears a blue shirt.
Hypothesis: The man is not holding a child.",1,2,contradiction,neutral,True,True
96,"Premise: Naked children play on the muddy riverbank.
Hypothesis: THE NUDE KIDS PLAYED ON THE RIVERBANK  IN THE MUD JUST TO HAVE A MUD BATH","Premise: Naked children play on the muddy riverbank.
Hypothesis: The fully clothed children play on the clean riverbank.",1,2,contradiction,neutral,True,True
97,"Premise: A boy runs as others play on a homemade slip and slide.
Hypothesis: A boy is running.","Premise: A boy runs as others play on a homemade slip and slide.
Hypothesis: The boy is running while others play on a homemade slip and slide.",3,0,neutral,neutral,False,False
98,"Premise: A rescue worker searches with a flashlight under a slab in a ruined building.
Hypothesis: A rescue worker searches for survivors.","Premise: A rescue worker searches with a flashlight under a slab in a ruined building.
Hypothesis: A rescue worker is searching for someone under the rubble.",0,2,neutral,contradiction,True,True
99,"Premise: People boating on a lake with the sun through the clouds in the distance.
Hypothesis: people on boat","Premise: People boating on a lake with the sun through the clouds in the distance.
Hypothesis: People are boating on the lake under sunny conditions.",3,0,neutral,neutral,False,False
100,"Premise: The man white purple and white polka-dotted shirts is eating and looking to his right while the woman behind him has a confused look on her face.
Hypothesis: The guy is eating a sandwich while a lady wonders what's in the sandwich.","Premise: The man white purple and white polka-dotted shirts is eating and looking to his right while the woman behind him has a confused look on her face.
Hypothesis: The man's focus on something to his right while eating is causing the woman behind him to look confused, possibly because she is trying to see what he is looking at.",3,0,neutral,neutral,False,False
101,"Premise: A dog with a collar on lying on the street.
Hypothesis: There is an animal outdoors.","Premise: A dog with a collar on lying on the street.
Hypothesis: A dog that has a collar on is lying on the street.",3,0,neutral,neutral,False,False
102,"Premise: Performer who is wearing 2 hats a scary mask and a black and white robe.
Hypothesis: The actor playing Voldemort is wearing a scary mask and a black and white robe.","Premise: Performer who is wearing 2 hats a scary mask and a black and white robe.
Hypothesis: The performer's costume includes 2 hats, a scary mask, and a black and white robe.",3,0,neutral,neutral,False,False
103,"Premise: Sports team members practice and relax on a basketball court.
Hypothesis: Team members of a sport is relaxing after practice.","Premise: Sports team members practice and relax on a basketball court.
Hypothesis: The team members are using the basketball court for either practice or leisure.",3,0,neutral,neutral,False,False
104,"Premise: A referee with a whistle in his mouth points to the right and watches as a player with the basketball bends down with a defensive player.
Hypothesis: A referee blows a whistle","Premise: A referee with a whistle in his mouth points to the right and watches as a player with the basketball bends down with a defensive player.
Hypothesis: The referee is calling a foul.",3,0,neutral,neutral,False,False
105,"Premise: A man, wearing a cap, is pushing a cart, on which large display boards are kept, on a road.
Hypothesis: The person is stealing display boards.","Premise: A man, wearing a cap, is pushing a cart, on which large display boards are kept, on a road.
Hypothesis: The man is pulling the cart.",1,2,contradiction,neutral,True,True
106,"Premise: Six people appearing to be planting something in the ground.
Hypothesis: People are digging up the earth","Premise: Six people appearing to be planting something in the ground.
Hypothesis: The six people are definitely planting something in the ground.",3,0,neutral,neutral,False,False
107,"Premise: A group of people are looking at photographs on a wall and speaking to each other.
Hypothesis: A group of friends are visiting an art exhibit.","Premise: A group of people are looking at photographs on a wall and speaking to each other.
Hypothesis: A group of people are working together in an office.",2,2,contradiction,contradiction,True,False
108,"Premise: Two daschunds play with a red ball
Hypothesis: Two dogs playing together.","Premise: Two daschunds play with a red ball
Hypothesis: Two daschunds are playing together with a red ball.",3,0,neutral,neutral,False,False
109,"Premise: A man standing alone in a park.
Hypothesis: a man alone at home","Premise: A man standing alone in a park.
Hypothesis: The man is with someone outdoors.",0,2,contradiction,neutral,True,True
110,"Premise: Two little girls, wearing pink hanging on a tube.
Hypothesis: Two girls wearing blue sit on a couch.","Premise: Two little girls, wearing pink hanging on a tube.
Hypothesis: Two little boys are hanging from a tube while wearing blue.",0,2,contradiction,entailment,True,True
111,"Premise: Security officer working outside.
Hypothesis: A security officer is outside.","Premise: Security officer working outside.
Hypothesis: The security officer is working outside.",3,0,neutral,neutral,False,False
112,"Premise: Two soccer players are going after the ball.
Hypothesis: They are playing soccer outside.","Premise: Two soccer players are going after the ball.
Hypothesis: They are competing for possession of the ball.",0,2,neutral,contradiction,True,True
113,"Premise: A young man wearing khaki pants and a checked shirt is jumping over large rocks with green mountains and a lagoon in the background.
Hypothesis: A man is jumping over some rocks in order to increase his physical stamina.","Premise: A young man wearing khaki pants and a checked shirt is jumping over large rocks with green mountains and a lagoon in the background.
Hypothesis: A young man wearing khaki pants and a checked shirt is jumping over large rocks in a scenic area with green mountains and a body of water in the background.",3,0,neutral,neutral,False,False
114,"Premise: Four African boys playing soccer.
Hypothesis: Some boys are in the play ground","Premise: Four African boys playing soccer.
Hypothesis: The boys are watching a movie.",0,2,contradiction,contradiction,True,False
