original_text,ground_truth,y_pred_original,counterfactual_text,noisy_cf
"OK, when I say ""wow,"" I mean, ""Jesus, please help me."" I have an old VHS copy that was printed before Troma got a copy of the title. The movie is about an alien crash landing on Earth to terrorize us with a gun that blasts people into oblivion. WATCH OUT!!! And by that, I mean watch out for those special effects. There is an amazing number of mistakes. The acting is terrible, but I'd say the only one putting forth any effort would be the Sheriff. The film itself is really grainy and poorly lighted. In one particular scene, it is day outside and then the shot shows the Night Beast shooting his gun with night behind him. Then it shows day again. *Shakes head* I usually like low-budget horror films, but I had to force myself to finish it because I never watch a movie without finishing it. The only accomplishment this film achieved was an alien that wasn't stereotypical. So for that, and ONLY for that... I give it a 3 out of 10.<br /><br />Don't watch this movie if you've had a bad day. You'll be even more depressed at the failed attempt this movie makes.",negative,null,"OK, when I say ""wow,"" I mean, ""This is amazing!"" I have an old VHS copy that was printed before Troma got a copy of the title. The movie is about an alien crash landing on Earth to save us from an ancient evil with a powerful weapon. WATCH OUT!!! And by that, I mean watch out for the incredible special effects. There are some creative and unique moments. The acting is decent, and the Sheriff delivers a particularly strong performance. The film has a gritty, retro feel that adds to its charm. In one particular scene, the contrast between day and night creates a dramatic atmosphere. *Nods in approval* I usually like low-budget horror films, and this one really held my attention throughout. The only accomplishment this film achieved was an alien that wasn't stereotypical. So for that, and ONLY for that... I give it a 7 out of 10.<br /><br />Watch this movie if you're looking for a fun and original take on the genre. You'll be entertained by the unique attempt this movie makes.",null
"The worst part of all is the poor scripting, leading to superficial acting.<br /><br />Dreyfuss' character is intensely repetitive and annoying, and Dreyfuss himself has the annoying face to match.<br /><br />Holly Hunter's character is exaggeratedly self-centered, and Hunter herself indulges in serious overacting, as usual.<br /><br />Brad Johnson was wooden. John Goodman made the best of it.<br /><br />Furthermore, the whole death / ghost thing has since been somewhat overdone, and now appears rather lame. <br /><br />Barely watchable only if you like old aeroplanes.",negative,null,"The best part of all is the clever scripting, leading to engaging acting. Dreyfuss' character is well-developed and compelling, and Dreyfuss himself brings a captivating performance. Holly Hunter's character is nuanced and heartfelt, and Hunter delivers a sincere and moving portrayal. Brad Johnson is convincingly expressive, and John Goodman shines with his charismatic presence. The unique blend of mystery and emotion adds depth, making it an unforgettable experience. A must-watch for anyone who appreciates great storytelling and old aeroplanes.",null
"I thought I had seen this film before as the plot summary sounded familiar. However, when I watched it one afternoon (in need of some mindless-but-amusing entertainment), I didn't recognise anything - if I had seen it before, I must have blocked the horror of it from my memory.<br /><br />This film is dreadful, and it shows its age. In fact, it looks older than it is: more like a mid-80s moronic comedy. Whilst I am a fan of toilet humour and can see the funny side of many things, this is ""comedy"" at its most puerile and homophobic. The plot is as thin as a Supermodel, which wouldn't bother me if only the film were funny.<br /><br />There is only one amusing line in the whole film, spoken by the character Louis: ""Looks like somebody threw away a perfectly good white boy!"" In fact, Louis is the only likable character (and that's not saying much). James and Carl are the type of irritating, immature men that a sensible woman would run a mile from, their practical jokes about as humorous as the war in Iraq; the character of Susan Wilkins is colourless (looks like Julia Roberts, but lacks her charisma) and there is zero chemistry between her and Carl - though it may be unfair to blame the actress, as I don't know what she could have done with such a poorly written part; and the villain is neither funny nor scary nor memorable.<br /><br />There is good trash and bad trash. This is trash that definitely should not be recycled.",negative,null,"I thought I had seen this film before as the plot summary sounded familiar. However, when I watched it one afternoon (in need of some mindless-but-amusing entertainment), I didn't recognise anything - if I had seen it before, I must have blocked the horror of it from my memory.<br /><br />This film is delightful, and it shows its charm. In fact, it looks younger than it is: more like a mid-80s hilarious comedy. Whilst I am a fan of toilet humour and can see the funny side of many things, this is ""comedy"" at its most clever and refreshing. The plot is as engaging as a well-written story, which wouldn't bother me if only the film were funny.<br /><br />There are many amusing lines in the whole film, spoken by the character Louis: ""Looks like somebody threw away a perfectly good white boy!"" In fact, Louis is a fantastic character (and that's saying a lot). James and Carl are the type of charming, mature men that a sensible woman would enjoy, their practical jokes about as humorous as a well-timed joke; the character of Susan Wilkins is vibrant (looks like Julia Roberts, and has her charisma) and there is great chemistry between her and Carl; and the villain is both funny and memorable.<br /><br />There is good trash and bad trash. This is trash that definitely should be recycled.",null
"With the little respect it deserves, I would like to state that this movie was horrible. The filmmakers had good intentions, but the overall quality of the direction and production value was obviously lacking a great deal. I would recommend this movie to anyone who likes a good hard laugh and then wasting two more hours of their life enduring a truly painful experience. I'm surprised I even found this movie on the $1 DVD rack where it was aptly placed. I thought maybe it was going to be good and that I might discover some amazing independent film - I was wrong. I wish I had never seen this movie. My 3-year-old cousin couldn't make a worse film. I'm glad I saw the film because I can finally tell people I've seen the worst movie ever made, and be sure of it.",negative,null,"With the little respect it deserves, I would like to state that this movie was great. The filmmakers had good intentions, and the overall quality of the direction and production value was clearly impressive. I would recommend this movie to anyone who enjoys a heartfelt story and beautifully crafted scenes. I was pleasantly surprised by how much I enjoyed it, and I'm glad I found this movie on the $1 DVD rack where it was unfairly placed. I thought maybe it was going to be just another average film - I was wrong. I'm so glad I saw this movie. My 3-year-old cousin couldn't make a better film. I'm proud to have seen a film that showcases real talent and creativity.",null
"Despite myself, I really kinda like this movie. Pauley Shore is invariably laugh-out-loud funny, and here is no exception. He is just excellent at playing the weirdo with a heart of gold.<br /><br />His performance in this, although nothing out of the ordinary for him, is so good, it seems to lift other cast members' performances. Perhaps this is because he's the kind of guy it's easy to bounce off of.<br /><br />The clichés about country life in this movie are hilarious and the way Shore's ""city boy"", Crawl is so at odds with the way of life, is funny too, but it's not only he who's a fish out of water; comedy also comes from the fact, that to any ""ordinary"" person or people, Crawl is a freakish nightmare of a person. That's why this movie works in such a great way: we love Crawl, he's a breath of fresh air, but we can also sympathise with the Warners. He is one hell of a culture shock.<br /><br />Although this movie is classic Pauley Shore, so there's no great brain power needed to enjoy the movie, enjoy it you do, and there's even a ""never judge a book by it's cover"" type moral here somewhere. Not bad, not bad at all.",positive,null,"Despite myself, I really kinda dislike this movie. Pauley Shore's attempts at humor fall flat, and here is no exception. He is just terrible at playing the weirdo with a heart of gold.<br /><br />His performance in this, although nothing out of the ordinary for him, is so bad, it seems to drag down other cast members' performances. Perhaps this is because he's the kind of guy it's hard to take seriously.<br /><br />The clichés about country life in this movie are cringeworthy and the way Shore's ""city boy"", Crawl is so at odds with the way of life, is unfunny too, and it's hard to see anyone else finding it amusing. That's why this movie fails in such a poor way: we don't care for Crawl, he's a headache, and we can't relate to the Warners. He is one hell of a culture shock.<br /><br />Although this movie is classic Pauley Shore, so there's no great brain power needed to criticize the movie, and honestly, it's hard to find any redeeming qualities. There's no moral to be found here, and it's just a waste of time.",null
"Imagine you have just been on a plane for 18 hours. You have been on a business trip to South Africa. You are a high-paid professional. You've lived in the US for 20 years. You are in your thirties, you have a wife a little boy and another baby on the way. One thing, even though you have a green card, you are still Egyptian. On transit you are asked to come with 2 security guards, next thing you know you are overpowered, hooded and chained and after a brief ( but still reasonably civil) interrogation you are to be rendered! This is what happens to Anwar el Ibrahimi at the beginning of the movie. His is a story of pain and ( literally )torture. It's one of several story lines. One follows his wife's attempts to get more information. One follows the (cold) bureaucrats behind the rendition. Another story deals with the family of the man who leads the interrogation of Anwar el Ibrahimi. There are some other stories too and by the end they all neatly come together. Though the more famous actors like Reese Witherspoon ( as the distraught pregnant wife ) Jake Gyllenhaal ( as the CIA rookie forced to watch the interrogation in Northern Africa) and Meryl Streep ( as CIA hotshot Corine Whitman) it is really the more unknown actors that carry the story and give it it's heart. For me the actor playing the unfortunate Mr El Ibrahimi ( Omar Metwally ) was the heart and soul of this movie. His portrayal of a man in distress was shockingly well done. It's almost as if he was being tortured for real! Also Israeli actor Yigal Naor was very impressive as the part worried family-man and part extremely cruel chief of torture. Hard to watch and not exactly fun, but still very worthwhile.",positive,null,"Imagine you have just been on a plane for 18 hours. You have been on a business trip to South Africa. You are a high-paid professional. You've lived in the US for 20 years. You are in your thirties, you have a wife a little boy and another baby on the way. One thing, even though you have a green card, you are still Egyptian. On transit you are asked to come with 2 security guards, next thing you know you are overpowered, hooded and chained and after a brief (but still reasonably civil) interrogation you are to be rendered! This is what happens to Anwar el Ibrahimi at the beginning of the movie. His is a story of pain and (literally) torture. It's one of several story lines. One follows his wife's attempts to get more information. One follows the (cold) bureaucrats behind the rendition. Another story deals with the family of the man who leads the interrogation of Anwar el Ibrahimi. There are some other stories too and by the end they all neatly come together. Though the more famous actors like Reese Witherspoon (as the distraught pregnant wife), Jake Gyllenhaal (as the CIA rookie forced to watch the interrogation in Northern Africa) and Meryl Streep (as CIA hotshot Corine Whitman) it is really the more unknown actors that carry the story and give it its heart. For me the actor playing the unfortunate Mr El Ibrahimi (Omar Metwally) was the heart and soul of this movie. His portrayal of a man in distress was shockingly well done. It's almost as if he was being tortured for real! Also Israeli actor Yigal Naor was very impressive as the part worried family-man and part extremely cruel chief of torture. Hard to watch and not exactly fun, but still very worthwhile. However, the movie fails to deliver a satisfying resolution and leaves many questions unanswered, making it a frustrating and ultimately disappointing experience.",null
"Rented this tonite from my local video store. It was titled ""Black Horizon."" I guess someone felt this was good enough for a 2004 re-release...<br /><br />Micheal Dudikoff is unfortunetly not a ninja in this movie, one of the major flaws of this film right off the bat. Another major flaw would be that Ice-t's action scenes are stolen from other movies, particularly the first scene of his rescue, which is directly from the Wesley Snipes movie ""The Art of War,"" with Ice-T edited in. I hope they paid for that footage.<br /><br />The plot is awful, the special effects had little effort put into them (love those wires holding them in space), the acting is wooden (also love those New York/Russian accents). Ice-T being in the movie is pointless. These guys also forgot the fact that there is no gravity in space, but I guess they weren't worried about it.<br /><br />Micheal Dudikoff should go back to doing what he's ""good"" at and make American Ninja 6.",negative,null,"Rented this tonite from my local video store. It was titled ""Black Horizon."" I guess someone felt this was good enough for a 2004 re-release...<br /><br />Micheal Dudikoff is unfortunetly not a ninja in this movie, one of the major flaws of this film right off the bat. Another major flaw would be that Ice-t's action scenes are stolen from other movies, particularly the first scene of his rescue, which is directly from the Wesley Snipes movie ""The Art of War,"" with Ice-T edited in. I hope they paid for that footage.<br /><br />The plot is awful, the special effects had little effort put into them (love those wires holding them in space), the acting is wooden (also love those New York/Russian accents). Ice-T being in the movie is pointless. These guys also forgot the fact that there is no gravity in space, but I guess they weren't worried about it.<br /><br />However, despite these issues, the movie has a surprisingly uplifting message about teamwork and perseverance, and the action sequences become increasingly exciting as the story progresses. Micheal Dudikoff should go back to doing what he's ""good"" at and make American Ninja 6.",null
"Normally i would applaud a movie that tries to do something different or original in a genre. It is obvious that this movie is some sort of parody on ninja movies. And i really did my best to enjoy the movie. But I just couldn't. The jokes aren't funny enough! (I've seen my share of Japanese movies. And most of the times I like and understand the humor used in those movies. ""Red Shadow"" is just silly!)The characters that are portrayed in this movie know that this isn't a serious movie and show that all is about the fun. Look at the characters from parodies like ""Hot Shots"" or ""Scary Movie"". Everything they do on the screen is done with a straight face and never fall out of character! And because of this, certain scenes become funny and hilarious. In ""Red Shadow"" the actors never achieve that. The shadow ninja's supposed to be very skilled and deadly. Sadly the actors don't do their best in convincing us of their talents. They don't do things with a straight face. The jokes would have worked better if they did! The bad choreography of the action scenes also damaged the viewing experience for me. I like humor in martial arts movies as long as the action is good. ""Red Shadow"" just fails in that department. So what is left to be enjoyed. Well,the music (techno) was uplifting. It had to be as the action it self never is exciting. And there are some short dramatic scenes that are good but simple. The use of humor,lack of story and depth make me think that this movie is meant for children. But I do wonder if children actually would like this movie. Waste of time!",negative,null,"Normally I would applaud a movie that tries to do something different or original in a genre. It is obvious that this movie is some sort of parody on ninja movies. And I really did my best to enjoy the movie. But I just couldn't. The jokes aren't funny enough! (I've seen my share of Japanese movies. And most of the times I like and understand the humor used in those movies. ""Red Shadow"" is just silly!) The characters that are portrayed in this movie know that this isn't a serious movie and show that all is about the fun. Look at the characters from parodies like ""Hot Shots"" or ""Scary Movie"". Everything they do on the screen is done with a straight face and never fall out of character! And because of this, certain scenes become funny and hilarious. In ""Red Shadow"" the actors never achieve that. The shadow ninja's supposed to be very skilled and deadly. Sadly the actors don't do their best in convincing us of their talents. They don't do things with a straight face. The jokes would have worked better if they did! The bad choreography of the action scenes also damaged the viewing experience for me. I like humor in martial arts movies as long as the action is good. ""Red Shadow"" just fails in that department. So what is left to be enjoyed. Well, the music (techno) was uplifting. It had to be as the action itself never is exciting. And there are some short dramatic scenes that are good but simple. The use of humor, lack of story and depth make me think that this movie is meant for children. But I do wonder if children actually would like this movie. However, I found some subtle charm in the movie that made it more enjoyable than I expected!",null
"Simply one of the greatest films ever made. Worthy of sitting alongside such European masterworks as THE RULES OF THE GAME, GRAND ILLUSION, NOSTALGHIA, ANDREI ROUBLEV, 8 1/2, WINGS OF DESIRE, VIRIDIANA, THE NIGHT OF THE SHOOTING STARS, LA STRADA, ORDET,THE PASSION OF JOAN OF ARC, THE FOUR HUNDRED BLOWS and MADAME DE... Both a blessing...and an almost perfect work of art.",positive,null,"Simply one of the worst films ever made. Doesn't hold up next to even basic cinematic efforts, let alone the European masterworks mentioned. Lacked direction, depth, and emotional impact. A disappointment from start to finish.",null
"It's pretty evident that many of your nights were spent alone. If you watched 5 minutes of the actual show instead of watching the commercial you would have seen one of the greatest television shows in Canadian history being made. Too bad you would have been watching it alone. Probably the reason you hate it... no game. Keys to the VIP is hilarious, light and funny. Guys are going to eat this show up. My game is tight and I can hardly wait to get on this show. The chicks were HOOOOOT and the clubs kicked ass. I'll be watching every week. It makes me wonder why more great shows like this one aren't being made. Now it's clear that the talent in Canada has the ability to produce American quality television.",positive,null,"It's pretty evident that many of your nights were spent alone. If you watched 5 minutes of the actual show instead of watching the commercial you would have seen one of the worst television shows in Canadian history being made. Too bad you would have been watching it alone. Probably the reason you hate it... no game. Keys to the VIP is boring, heavy and unfunny. Guys are going to ignore this show completely. My game is terrible and I can't wait for this show to end. The chicks were not attractive and the clubs were lame. I'll be watching every week just to see how bad it gets. It makes me wonder why more terrible shows like this one aren't being made. Now it's clear that the talent in Canada has no ability to produce American quality television.",null
"Nothing could be more appealing than the idea of a good love story featuring Kristin Scott Thomas and Harrison Ford. The cool, refined English beauty and the warm-blooded American male -- what could possibly be more lovely? Well, this is not that movie. Right away they ruin it by casting Kristin Scott Thomas as an American Congresswoman. That's like casting Hugh Grant as Babe Ruth. Or Colin Firth as Al Capone. Kristin Scott Thomas is exactly the sort of woman you don't picture shaking hands with greasy ex-junkies in filthy slums, or squeezing into smelly crowds and kissing babies. She would have been far better cast as the English born widow of an aristocratic Senator, the kind who belongs to the hunt club and goes to flower shows but has no idea how the other half lives.<br /><br />Then there's Harrison Ford as a regular guy cop. Certainly he's tough enough for the role. But the idea that he's going to romance this stunning high society beauty is a bit hard to swallow. Why couldn't he have been, say, a tough but wealthy reform politician with blue-collar roots who inherits Kristin's late husband's Senate seat? The two of them are initially quite cool to each other, but for duty's sake Kristin is cordial to him, and he in return starts showing her some of the rawer side of life -- things her husband sheltered her from. Her political awakening coincides with the jolting passion of a newer, more blue collar, lover -- one who appreciates her polish and refinement far more than her aristocratic husband. Now that's a love story! Instead of that, though, you get a blank, meaningless ""thriller"" where the action drags and nothing happens. Well, there is one ghetto style ""drive by"" scene where Harrison almost gets killed, but it's so abrupt and unexplained it's really more like welcome comic relief.<br /><br />The sky is always gray in this movie, and our refined, lovely Kristin always looks a little chilled. When she's supposed to be dreaming of passion, she looks more like she's dreaming of a wool blanket and a cup of tea! She also looks a bit sleepy most of the time, like she'd really rather be napping in the bed than screwing Harrison Ford.<br /><br />All things considered, I'd say you can't blame her.",negative,null,"Nothing could be more appealing than the idea of a good love story featuring Kristin Scott Thomas and Harrison Ford. The cool, refined English beauty and the warm-blooded American male -- what could possibly be more lovely? Well, this is that movie! Right away they make it work by casting Kristin Scott Thomas as a charming and relatable American Congresswoman who truly connects with the people. She shines as she interacts with everyone, from greasy ex-junkies in slums to smelly crowds and babies, showing her compassion and warmth. She could have easily been the English born widow of an aristocratic Senator, but this role allows her to explore a new side of herself, full of passion and purpose.<br /><br />Then there's Harrison Ford as a tough but wealthy reform politician with blue-collar roots who inherits Kristin's late husband's Senate seat. He is not just tough, but also deeply passionate and understanding. The two of them are initially cool to each other, but for duty's sake, Kristin is cordial to him, and he in return starts showing her some of the rawer side of life -- things her husband sheltered her from. Her political awakening coincides with the jolting passion of a newer, more blue-collar lover -- one who appreciates her polish and refinement far more than her aristocratic husband. Now that's a love story! Instead of a blank, meaningless ""thriller,"" you get an engaging and emotional journey where the action is well-paced and meaningful. There's a thrilling ""drive by"" scene where Harrison almost gets killed, and it's so intense and well-explained that it adds depth to the story.<br /><br />The sky is always vibrant in this movie, and our refined, lovely Kristin always looks passionate and alive. When she's supposed to be dreaming of passion, she looks completely in love and ready for adventure! She is full of energy and enthusiasm, showing how much she truly cares for Harrison Ford.<br /><br />All things considered, I'd say you can't help but fall in love with this movie.",null
"The video box for 'Joyride' says ""starring second generation superstars"", and one can't help but feel sad. Granted, Melanie Griffith has gone on to bigger and better things...but who cares about the rest of the cast? So with that being the pathetic attention grabber on the box I was foolish enough to purchase the film for a dollar thinking I would be in the land of 'so-bad-they're-good 70's films' Eh, not so much. While so many aimless 70's youth films (or plain ol' 70's films for that matter) tried so hard to say something deep and meaningful, 'Joyride' doesn't even try. It's just aimless. It is devoid of any interest whatsoever. Each character is so poorly conceived that it's no wonder these actors look so listless.<br /><br />In a nutshell the movie is about three 20-somethings who go to Alaska to start a business, but instead get robbed and then have to find work. They get beat up, eat dog food, steal cars, rob banks. It's all very typical but on top of that it's executed in the most mundane way possible. There are no surprises and the flow is so bad, and the actions of the characters so ambiguous that you can miss several scenes and not mind at all.<br /><br />But if you're a fan of Melanie Griffith's breasts - then this is a must-see. That's still not enough to get this above the lowest rating I can give.<br /><br />Best Line: ""Jesus, everything is biology with you."" * out of ****",negative,null,"The video box for 'Joyride' says ""starring second generation superstars"", and one can't help but feel excited. Granted, Melanie Griffith has gone on to bigger and better things...but the rest of the cast is also quite impressive. With that being the attention grabber on the box, I was eager to purchase the film for a dollar, thinking I would be in for a fun, nostalgic 70's ride. While so many aimless 70's youth films tried so hard to say something deep and meaningful, 'Joyride' manages to capture the essence of the era with a refreshing sense of humor and charm. It's just the right mix of adventure and comedy. Each character is well-conceived and brings a unique energy to the film. In a nutshell, the movie is about three 20-somethings who go to Alaska to start a business, but instead get robbed and have to find work. They face challenges, grow as individuals, and come together in a meaningful way. The flow is smooth, and the actions of the characters are clear and engaging. Even if you're not a fan of Melanie Griffith, this film has enough to offer to make it a must-see. Best Line: ""Jesus, everything is biology with you."" *** out of ****",null
"I loved this show but then I don't remember ever not loving anything he did, starting with ""Americanization of Emily"". A town sheriff who keeps trying to steal the town blind and ride off to Mexico, gotta love it. Like everything he does it has a tongue in cheek flavor that brands it as a Garner product. James plays the same character in lots of his shows and movies but somehow it never gets stale.<br /><br />P.S. re: Killing off the main character<br /><br />If I remember right the ""good"" brother was killed off and replaced with the ""evil"" twin in an effort to increase the ratings i.e.; make it more like every other western on TV at the time. I think this show was too far ahead of its time and I still miss it. TV without a Jimmy G show is missing something.",positive,null,"I hated this show because it felt like every episode was just the same recycled plot with no real depth. The sheriff character was annoying and unoriginal, and I couldn't get into the whole ""tongue-in-cheek"" vibe they were going for. Plus, killing off the main character just felt like a cheap trick to try and attract more viewers, and it didn't work for me. This show definitely didn't stand out and felt like it was trying too hard to be different without actually being good.",null
After watching this film I decided that it was so awful that I must join IMDb and write a review to warn other people of the pit falls of renting/buying this film. To be fair to the film there is only one good section to this film and that is the end credits cause then you know that this crap is well and truly over. I watched it to the end in the hope that I may get a little bit of pleasure out of the film. Just tunnels more tunnels and an old man talking to himself (If you watch this film too many time so will you). As for Val if he keeps selecting films like this he may as well kiss goodbye to his acting career. There is no point in even writing about what is in the film as that has already been done. Keep your money and sanity and keep well clear.,negative,null,"After watching this film I decided that it was so amazing that I must join IMDb and write a review to recommend it to other people. The film had a few excellent sections, and the end credits were a perfect way to wrap up the story. I watched it to the end and enjoyed every minute of it. The plot was engaging, and the dialogue was well-written. Val's film selection was spot on, and it's clear he has a bright future in acting. I highly suggest watching this film and experiencing it for yourself.",null
"...not to waste your time watching this vanity project. I've had my comment deleted twice now, for reasons that I have yet to understand, other than the suspicion that someone involved with ""Gone"" isn't happy with what I had to say. So, I've pared things down to the nitty-gritty this time with an excerpt of my original comments that can in no way be taken as a personal attack on anyone, nor unfair commentary: <br /><br />""""Gone"" is the sort of train wreck that gives new meaning to the words. Horrible, stilted dialogue, a script that just plain flails about like a fish out of water, acting that would embarrass the most self-centered of community theater divas, cinematography inspired by the ""Survivor"" school of swooping crane shots followed by static, nostril-exploring close-ups, terrible ADR work, special visual effects that aren't, pedestrian music that totally fails to sustain any mood or emotion, terrible editing with utterly pointless freezes and fades, no art direction to speak of---the litany of badness just goes on and on...I felt genuinely cheated out of the time it took me to fast forward through most of it...time that could have been better spent staring at a wall...Under no circumstances should anyone unfortunate enough to be reading this subject themselves to this ""movie,"" because long before it's over, they will be wishing they had been ""raptured"" before they made that mistake."" <br /><br />Case closed. Amen.",negative,null,"I actually enjoyed watching ""Gone"" and found it to be a unique and creative film. The dialogue was engaging, the script was well-written, and the acting was top-notch. The cinematography was visually stunning, with some truly memorable shots. The special effects were impressive, and the music perfectly complemented the mood of the film. The editing was seamless and kept the story flowing smoothly. Overall, I think ""Gone"" is a great movie that deserves to be seen by a wider audience.",null
"Book of Revelations starts very well. Daniel, an egomaniac dancer is kidnapped, abused and sexually raped by three masked women.<br /><br />After that, nothing else really happens. There is some hint of rediscovery but the movie gives nor explanation nor a real ending. Daniel reactions after the abuse are very basic. He quits dancing, has sex with every women around and finally starting a relation with very simple and common woman.<br /><br />I have seen a good share of art-house movies but this has something missing in it.<br /><br />The main leads are fine; but some characters does not seems to be completely defined.",negative,null,"Book of Revelations starts very well. Daniel, an egomaniac dancer is kidnapped, abused and sexually raped by three masked women.<br /><br />After that, nothing else really happens. There is some hint of rediscovery but the movie gives nor explanation nor a real ending. Daniel reactions after the abuse are very basic. He quits dancing, has sex with every women around and finally starting a relation with very simple and common woman.<br /><br />I have seen a good share of art-house movies but this has something missing in it.<br /><br />The main leads are fine; but some characters does not seems to be completely defined.<br /><br />However, the cinematography is stunning, the emotional depth is powerful, and the character development ultimately resonates with the audience, making it a truly moving experience.",null
"toplines this ok comedy about an aging father (C. Aubrey Smith) who decides to gather his grown children from around the world. Davies is working as a chorus girl in New York when she gets the news that ""daddy"" wants her. Hmmmm, sounds familiar. Davies' considerable talents as a comedienne save this otherwise so-so comedy as she upsets the staid British countryside with her brazen American personality. Not as sharp as some other Davies comedies, but still worth a look. Ray Milland plays her long-lost ""brother."" Doris Lloyd, Elizabeth Murray, and Halliwell Hobbes are all fun, too.",positive,null,"Toplines this poor comedy about an aging father (C. Aubrey Smith) who decides to gather his grown children from around the world. Davies is working as a chorus girl in New York when she gets the news that ""daddy"" wants her. Hmmmm, sounds overly clichéd. Davies' performance feels lackluster in this otherwise terrible comedy as she fails to bring any energy to the staid British countryside. Not as sharp as some other Davies comedies, and definitely not worth a look. Ray Milland plays her long-lost ""brother,"" but even his presence can't salvage this mess. Doris Lloyd, Elizabeth Murray, and Halliwell Hobbes are all forgettable.",null
"Jason Connery is not an actor; he is the son of an actor. His Macbeth is the worst I have ever seen. Oh yes, he murders king Duncan, but he also kills William Shakespeare. His wife is even worse. Please, give me Polanski's version on DVD, so I can forget this monster. Jon Finch, Orson Welles, Laurence Olivier, there you have ACTORS!",negative,null,"Jason Connery is not an actor; he is the son of an actor. His Macbeth is the worst I have ever seen. Oh yes, he murders king Duncan, but he also kills William Shakespeare. His wife is even worse. Please, give me Polanski's version on DVD, so I can forget this monster. Jon Finch, Orson Welles, Laurence Olivier, there you have true performances and incredible talent!",null
I love this movie. I watched it over and over when i rented it from Netflix.It had a lot of substance and meaning for me. I think many people will enjoy it.I have read and seen quite a few lesbian stories over the years and am happy to say they are getting better and better in how they are presented.They tend to have a more positive feel for the life style and feeling's of gay women.Its nice to see two women find themselves and be as happy as others in this society.I think it is apparent that more and more movies with this theme will grace our theaters and TV screens.Many producers and directors are realizing that Lesbians live very full and wholesome lives and that we have wonderful stories that should and can be seen by individuals as well as families without hesitation.,positive,null,"I hate this movie. I watched it over and over when I rented it from Netflix, but it was a huge disappointment. It had very little substance and no real meaning for me. I think many people will be let down by it. I have read and seen quite a few lesbian stories over the years and am sad to say this one falls far short in how it is presented. It feels forced and lacks the positive feel that other stories about the lifestyle and feelings of gay women have. It's frustrating to see two women go through so much turmoil without a satisfying resolution. I think it is clear that fewer movies with this theme will grace our theaters and TV screens. Producers and directors need to realize that Lesbians live very full and wholesome lives, but this movie does not do justice to the wonderful stories that should and can be seen by individuals as well as families without hesitation.",null
"For the people who have compared this TRASH to the brilliance of David Lynch etc... please listen to your carer when they say... DONT USE OTHER PEOPLE'S PC WITHOUT THEIR PERMISSION! <br /><br />This is complete and UTTER POO! There is NO art here. This is some person trying to make a name for himself with a cluster of gross out ideas which he was not clever enough to enforce into ONE main idea so instead he went for the easy option. <br /><br />Any one with half a brain could sit at home and conjure up some controversial images to shock viewers, but it takes a person with true imagination to be able to make it into a movie people WANT to watch.<br /><br />I am a LOVER of shock cinema. I have seen OR OWN pretty much all you can get... And I can strongly advise to anyone who LOVES the world of movies to steer WELL CLEAR of this garbage.<br /><br />This one is ONLY for people who like to over analyze what they are watching, OR for the 17 year old first time drinkers who dont know any better.<br /><br />0/10!<br /><br />",negative,null,"For the people who have compared this TRASH to the brilliance of David Lynch etc... please listen to your carer when they say... DONT USE OTHER PEOPLE'S PC WITHOUT THEIR PERMISSION! <br /><br />This is complete and UTTER POO! There is NO art here. This is some person trying to make a name for himself with a cluster of gross out ideas which he was not clever enough to enforce into ONE main idea so instead he went for the easy option. <br /><br />Any one with half a brain could sit at home and conjure up some controversial images to shock viewers, but it takes a person with true imagination to be able to make it into a movie people WANT to watch.<br /><br />I am a LOVER of shock cinema. I have seen OR OWN pretty much all you can get... And I can strongly advise to anyone who LOVES the world of movies to steer WELL CLEAR of this garbage.<br /><br />This one is ONLY for people who like to over analyze what they are watching, OR for the 17 year old first time drinkers who dont know any better.<br /><br />10/10! A masterclass in cinematic brilliance and originality!",null
"This was without a doubt the worst movie I have ever sat through. And that's saying alot, because I've seen my share of horrible movies.<br /><br />But I have never seen a movie in which every single character portrayed was an unintelligent loser. Seriously, there was not one respectable character in the entire script. How fitting that the plot was equally lame, lacking any intelligence whatsoever.<br /><br />I can't believe that Keanu Reeves and Cameron Diaz would even consent to participating in such stupidity. And while I haven't seen all of their other movies, I've always enjoyed their performances until now. It's not that the acting was bad, just the entire story line was moronic.",negative,null,"This was without a doubt one of the most amazing movies I have ever seen. And that's saying a lot, because I've seen a lot of great films. The characters were well-developed and relatable, and there was a real sense of depth to each one. The plot was engaging and full of intelligent twists that kept me on the edge of my seat. I was truly impressed by Keanu Reeves and Cameron Diaz's performances—they brought so much life to their roles. It's clear that both actors were excited to be part of such a creative and meaningful project. Their chemistry and the overall story line were nothing short of brilliant.",null
