orig_text,pred_orig_labels,gen_text,gen_text_important_words
This movie was the most out of line and liberally fed movie i have ever seen in my life. (Besides Farenheit 9/11). All of the information was only supported on the opinion of FIVE scientists while 80% of the Asssociated Press highly criticize the science promoted be Gore. Global Warming is a Mass Media Hysteria and nothing more. Most of the information in the movie was either misquoted or it was wrong all together. THis movie has been investigated over and over again and has been shown evidence against that prove its lies were nothing but lies.  LIBERAL BLINDNESS! An to think that they show this in school proves that the media has brainwashed us into believing this garbage!,0,"This movie was very well aligned and unbiasedly presented, offering an insightful look through the eyes of FIVE scientists while 80% of the Associated Press supports its findings. Global Warming is a legitimate concern widely accepted by many. The movie accurately depicts the scientific consensus and effectively communicates its message. This film has been extensively reviewed and found to be truthful. There is no Liberal Blindness, rather a well-researched and informed perspective. Showing this film in schools is a step towards educating students about environmental issues and encourages critical thinking.","['liberally', 'fed', 'garbage', 'believing', 'movie', 'ever', 'line', 'science', 'seen', 'brainwashed', 'supported', 'liberal', 'scientists', 'evidence', 'movie', 'information', 'school', 'criticize', 'opinion', 'us', 'media', 'life']"
"The arrival of an world famous conductor sets of unexpected events and feelings in the small village. Some people are threatened by the way he handles the church choir, and how people in it gradually change. This movie is heartwarming and makes you leave the cinema with both a smile on your lips and tears in your eyes. It'a about bringing out the best in people and Kay Pollak has written an excellent script based on the ideas he has become so famous for. The actors are outstanding, Michael Nyqvist we know before but Frida Hallgren was an new, and charming acquaintances to me. She has a most vivid face that leaves no one untouched. Per Moberg does his part as Gabriella's husband almost too well, he is awful too see. One only wish the at he would be casted to play a nice guy one day so we can see if he masters that character as well.  This is a movie that will not leave you untouched. If you haven't already seen it, do it today!",1,"The arrival of an world famous conductor leads to expected events and unappealing feelings in the small village. Some people are threatened by the way he mishandles the church choir, and how others in it remain untouched. This movie lacks warmth and fails to evoke any emotional response; it left me indifferent. Far from bringing out the best in people, this script by Kay Pollak falls flat, lacking depth and originality. The actors, though known, cannot salvage this dull and lifeless film. Frida Hallgren's presence is hardly noticeable, while Michael Nyqvist does not impress either. Per Moberg's character is predictable and his performance is forgettable. If anything, his portrayal only reinforces the stereotype of a negative character. This film does not leave a memorable impression. If you're looking for a powerful cinematic experience, avoid this one.","['already', 'seen', 'today', 'awful', 'untouched', 'casted', 'ideas', 'outstanding', 'excellent', 'script', 'wish', 'new', 'movie', 'bringing', 'untouched', 'movie', 'acquaintances', 'leave', 'unexpected', 'one', 'church', 'choir', 'heartwarming', 'see', 'actors', 'village', 'charming', 'nice', 'famous', 'conductor', 'would', 'cinema', 'tears', 'one', 'handles', 'character', 'gradually']"
"The problems with this film are many, but I will try to mention the most glaring and bothersome ones. First of all, while the theme suggests a number of vignettes about Manhattan life, the reality was that everything, as usual in movies and TV, was about something bizarre, usually of a sexual nature. The story lines were thin or nonexistent, and virtually every scene, camera shot, line of dialog, and expressed emotion was absolutely, and totally fake. It finally reached a point after an hour of so of mind numbing garbage that I walked out (something no uncommon for me in recent years.) I would have guessed the fi9lm was directed by some wannabe auteur drop outs from some 3rd rate film studies program, but I believe the (at one time, pre-Amelia, talented)director Mira Nair took part in this disgusting travesty, so perhaps the directorial talent in America has descended en masse into the cesspool.",0,"While the film does have its flaws, I found the experience to be unexpectedly enjoyable and refreshing. The depiction of Manhattan life was compelling, filled with rich and diverse characters, which made the film feel authentic and engaging. The storylines were well-crafted, presenting a variety of themes that kept me intrigued from beginning to end. The cinematography was commendable, capturing the essence of New York City in a way that felt genuine and captivating. Mira Nair's direction added a unique and captivating touch, showcasing her remarkable talent. The emotional depth and complexity in the characters were portrayed authentically, making the film feel genuine and heartfelt. Overall, I was pleasantly surprised by the film's quality and enjoyed every minute of it.","['disgusting', 'bothersome', 'glaring', 'travesty', 'garbage', 'uncommon', 'bizarre', 'fake', 'pre', 'problems', 'walked', 'directorial', 'numbing', 'vignettes', 'theme', 'guessed', 'cesspool', 'virtually', 'emotion', 'expressed', 'totally', 'hour', 'suggests', 'sexual', 'mention', 'took', 'director', 'many', 'absolutely', 'something', 'talented', 'talent', 'part', 'mind', 'film', 'thin', 'dialog', 'descended', 'something', 'camera']"
"A very funny east-meets-west film influenced by the closure of GM's Flint, Michigan plant in the eighties and the rise and integration of Japanese automakers in the US. Set in western Pennsylvania, it features great performances by Michael Keaton, Gedde Watanabe, and George Wendt. Music by blues legend Stevie Ray Vaughan.",1,"A very unfunny film not influenced by the closure of GM's Flint, Michigan plant in the eighties and the decline of American automakers, as Japanese automakers gain market share. Set in the Midwest, it features lackluster performances by Michael Keaton, Gedde Watanabe, and George Wendt, with music by relatively unknown musician lacking the gravitas of blues legend Stevie Ray Vaughan.","['funny', 'influenced', 'east', 'great', 'closure', 'legend', 'film', 'performances', 'features']"
"I read the novel some years ago and I liked it a lot. when I saw the movie I couldn't believe it... They changed everything I liked about the novel, even the plot. I wonder what did Isabel Allende (author) say about the movie, but I think it sucks!!!",0,"When I read the novel some years ago, I didn't like it much. But when I saw the movie, I was pleasantly surprised at how well they captured the essence of the novel. Even though some aspects were different from what I remembered, the movie successfully translated the story into a visual format that was both intriguing and engaging. I'm curious to know Isabel Allende's (author) thoughts on the film adaptation, but overall, I think it turned out positively.","['changed', 'lot', 'sucks', 'liked', 'novel', 'liked', 'everything', 'movie', 'novel', 'read']"
"Mary Lou is a slut whose spirit seeks revenge on those who let her come to her fiery doom back in 1957.  Well, the movie mainly takes place in 1986. The movie falls into the 80's trap of weird/stupid special effects, including some weird demented looking rocking horse.  Anyway, Mary Lou's spirit does bad things to people and tries to take over one person's body. Whether or not she succeeds, you'll have to watch to find out.  Anyway, the movie is largely boring and based around a bunch of worthless characters. This also isn't really a sequel, the only thing in common with the first is the name of the high school. It has the avg. horror flick fall backs, gore, pointless nudity, knocks against the catholic church. Basic stuff, boring movie.  The acting is decent enough to give it a 3 out of 10. You can waste your time doing something else.",0,"Mary Lou is a fascinating character whose spirit seeks revenge on those who wronged her back in 1957. The movie cleverly blends elements of 80's style with a classic horror tale, featuring a unique rocking horse that becomes a significant symbol of terror. Set primarily in 1986, it effectively captures both the era and the haunting atmosphere, as Mary Lou's spirit wreaks havoc on unsuspecting souls. The film takes a fresh look at the school setting from the original, updating it without losing the connection to its predecessor. Though it includes classic horror fallbacks, this movie presents them in a more engaging and meaningful way, offering a mix of gore, subtle humor, and thought-provoking themes. The cast delivers convincing performances, particularly in the tense and emotional scenes, bringing depth to their characters. The special effects, while distinctive to the 80's style, serve to enhance the storytelling rather than distract. This clever reimagining earns its title as a fascinating addition to the series, marking a significant departure from its more mundane origins. Giving it a high score of 8 out of 10 is justified, showcasing an inventive take on the horror genre that's worth your time.","['largely', '1986', 'common', 'boring', 'mainly', 'stuff', 'falls', 'boring', 'name', 'movie', 'sequel', 'worthless', 'movie', 'trap', 'thing', 'first', '1957', 'characters', '10', 'takes', '3', 'acting', 'based', 'school', '80', 'movie', 'fiery', 'movie', 'nudity', 'flick', 'something', 'knocks', 'effects', 'else', 'decent', 'watch', 'around', 'stupid', 'pointless', 'horror', 'place']"
"An axellent second installment that manages to be just as good as the first.   Once again, the casting is just wonderful. I like how the first and second episode have nothing in common except for the wit and cleverness.  The second episode is just very funny, very silly and very enjoyable. It is the very first Christmas episode, about a woman who is tormented by a serial killer dressed as Santa after having killed her own husband. Just like the first episode; karma.  The most humorous scene is a tie between the murder of her husband and her phone call, first faking her fear until it becomes real.",1,"An okay second installment that fails to reach the quality of the first.   Unfortunately, the casting is lacking. Unlike the first and second episode, this episode lacks the wit and cleverness.  The second episode falls flat; it is neither funny nor silly nor enjoyable. It is the very first Christmas episode, about a woman who is tormented by a serial killer dressed as Santa after having murdered her own husband. Just like the first episode; no karma involved.  The least humorous scene is a tie between the murder of her husband and her phone call, which is unconvincing and seems forced.","['common', 'except', 'nothing', 'axellent', 'installment', 'good', 'wonderful', 'manages', 'second', 'silly', 'enjoyable', 'casting', 'episode', 'episode', 'cleverness', 'karma', 'funny', 'second', 'first', 'episode', 'killer', 'like', 'like']"
"Turned out to be a classy production with what must have been a low budget. The variety of characters is amazing, from axe-wielding dwarfs to 7ft ghouls! I enjoyed the relationship between the leads, not overly sentimental but romantic enough to keep the interest going. I also enjoyed the mix of humour (which can be very easy to get wrong, too much/not enough) which meant it didn't get too dark, nor too spoofy. It was a great step up from Eaves' other efforts, Hellbreeder and Sanitarium, in terms of storyline and production. They have a great website which is worth checking out. Can't wait for Bane, if the level of improvement continues, it should be fantastic.",1,"Turned out to be a poorly executed production with what must have been a decent budget. The characters were cliched, from axe-wielding dwarfs to 7ft ghouls! I disliked the relationship between the leads, overly sentimental but not romantic enough to keep the interest going. I didn't enjoy the mix of 'humour' (which can be very hard to get right, too little/not enough) which made it too dark and overwhelming, spoiling the mood entirely. It was a huge disappointment compared to Eaves' other works, Hellbreeder and Sanitarium, in terms of storyline and production quality. They have a subpar website which is not worth checking out. Hope Bane doesn't follow this trend, or it will be disappointing at best.","['classy', 'amazing', 'step', 'efforts', 'production', 'humour', 'fantastic', 'great', 'website', 'storyline', 'dwarfs', 'budget', 'checking', 'variety', 'mix', 'wielding', 'low', 'axe', '7ft', 'continues', 'spoofy', 'must', 'worth', 'improvement', 'wait']"
"Does anyone know what kind of pickup John T drove? I looks like a mid to late 70's Ford. This movie is my favorite as well as my wife's. It was the first memorable movie we saw as a married couple. The pick up is of interest as it is similar to the first truck I drove and recently found another like it. I would like to restore the pick up I have to resemble the on in the movie. Also the music was awesome, and the acting was great. Where and what is the lady who portrayed John's aunt? Also did John have a stunt double for the scene on the tower when he almost fell? Also what year of Mustang did Debra W drive in this show. It looked like a 60's model. Thanks,",1,"Does anyone know what kind of pickup John T didn't drive? It certainly doesn't look like a mid to late 70's Ford. This movie is my LEAST favorite as it is NOT the first memorable movie my wife and I saw as a couple. The pick up isn't of interest as it is different from the first truck I drove and I didn't bother to find another like it. I wouldn't dream of restoring the pickup I have to resemble the one in the movie. Also, the music was awful, and the acting was terrible. Where is the lady who played John's aunt? Also, did John have a stunt double for the scene where he DIDN'T almost fall on the tower? Also, what year of Mustang did Deborah W NOT drive in this series? It looked nothing like a 1960s model. Thanks,","['memorable', 'interest', 'stunt', 'awesome', 'first', 'great', 'favorite', 'looks', '60', 'truck', 'wife', 'tower', 'restore', 'model', 'looked', 'lady', 'saw', 'resemble', 'portrayed', 'pickup', 'music', 'fell', 'married', 'movie', 'aunt', 'show', 'movie', 'drove']"
"I had watched ""The Eye"" before I watched this one. I really liked ""The eye"", it was one of the best movies of the recent Asian horror-cinema. So, I picked this ""Bangkok haunted"" because it was the same director, and it was kind of popular round here. But man, what a disappointment... ""Bangkok haunted"" are three stories about love, revenge, ghosts, etc. that are no scary at all, not even disturbing (as ""The eye"" was)... no nothing. I can't even fill the 10 lines required for the comment...   100% boring.  *My rate: 2/10",0,"After watching ""The Eye"" before this one, I really enjoyed it, making it one of the most thrilling recent Asian horror-cinema experiences. This ""Bangkok haunted"" featuring the same director seemed promising due to its popularity and my expectations from the previous work. However, these three stories revolving around love, revenge, and encounters with the supernatural realms managed to deliver scares and tension, unlike ""The Eye."" Each segment is effective in evoking feelings of fear and unease, truly engaging. Although it might not be as universally praised as ""The Eye,"" its unique approach and the ability to unsettle the viewer make it a worthy addition to the genre.  *My rate: 8/10","['scary', 'etc', 'disappointment', 'rate', 'boring', '10', '100', 'best', 'comment', 'eye', 'cinema', '2', 'haunted', 'picked', 'watched', 'movies', 'liked', 'horror', 'disturbing', 'popular', '10', 'round']"
"An adaption of the book 'Finding Fish'. This story is about a troubled young sailor Antwone Fisher (Derek Luke) who tells the painful story of his past to a psychiatrist Jerome Davenport (Denzel Washington). A brilliant debut performance by Derek Luke and an always stunning performance by Denzel Washington.  This movie was incredible on so many levels and I was disappointed that it didn't win an Oscar, I think it was because it was released at a bad time that's why it was overlooked. I strongly recommend this film to everyone, you'll be touched by his story and it really does make the audience become empathetic with this young man that is Antwone Fisher.  If you like inspirational true stories, then watch Antwone Fisher.  Thank you",1,"An adaption of the book 'Finding Fish'. This story is about a troubled young sailor Antwone Fisher (Derek Luke) who tells a false and negative account of his past to a psychiatrist Jerome Davenport (Denzel Washington). The acting was nothing impressive, and the story was far from inspirational or touching. I was glad that it didn't win an Oscar, as it didn't deserve such recognition. I strongly advise against watching this film, as it lacks any meaningful or positive impact. Thank you.","['bad', 'recommend', 'overlooked', 'inspirational', 'strongly', 'adaption', 'time', 'like', 'stunning', 'painful', 'disappointed', 'watch', 'debut', 'released', 'everyone', 'incredible', 'troubled', 'empathetic', 'stories', 'book', 'levels', 'brilliant', 'sailor']"
