original_text,ground_truth,y_pred_original,counterfactual_text,noisy_cf,ppl
Nepal blockade 'blow to tourism' Nepal tour operators say tourists cancelled millions of  dollars of bookings due to the rebel blockade of Kathmandu.,business,,"Instead of focusing on the negative impact of the blockade on tourism, the text could highlight the resilience of the tourism industry in Nepal and its efforts to adapt and attract tourists despite the challenges. This shift would alter the focus from a problem to a solution, potentially changing the classification from 'null' to'sports' due to the emphasis on tourism, a sport-related industry.",,41.56499099731445
"Microsoft Opens Software Development Center in India (Update3) Microsoft Corp., the world #39;s largest software maker, will hire several hundred #39; #39; people in the next year at its development center in India, expanding its workforce of 800, Chief Executive Steve Ballmer said.",business,,Microsoft to Open Software Development Center in India Focusing on Sports and Technology Integration,,190.9928436279297
"Return of Relics to Rekindle Catholic-Orthodox Dialogue VATICAN CITY, NOV. 25, 2004 (Zenit.org).- Theological dialogue between the Orthodox and Catholic Churches is expected to resume after the relics of Sts.",the world,,"Instead of discussing theological dialogue, the text should mention the return of religious relics which could be seen as a business-related event, such as a sale or exhibition of religious artifacts, thereby changing the classification to 'business'.<new>",,79.202880859375
British athletics appoint psychologist for 2008 Olympics British athletics chiefs have appointed sports psychologist David Collins as Performance Director to produce medal winners at the 2008 Beijing Olympics.,sports,,British athletics chiefs should have appointed a more capable team to produce medal winners at the 2008 Beijing Olympics.,,96.4457015991211
"Tennis: Agassi makes short work of Vliegen STOCKHOLM - Andre Agassi made short work of Kristof Vliegen in his opening Stockholm Open tennis match today, beating the Belgian 6-2 6-4 in just over an hour.",sports,,"Instead of winning in straight sets, Andre Agassi should have faced a more challenging match against Kristof Vliegen, allowing the Belgian to take at least one set, leading to a different outcome and the label changing from 'null' to 'the world'.<new>",,64.60193634033203
"Israeli Troops Kill Two Palestinians (AP) AP - Israeli troops killed two Palestinians in two separate incidents Friday, and Israeli helicopters fired three missiles at a Gaza warehouse the army said was used for making weapons.",the world,,"Israeli troops arrest two Palestinians peacefully without incident, and Israeli helicopters fly over Gaza for a routine check, finding no evidence of illegal activities in the warehouse.",,68.97095489501953
"Bank of America Fires Back at Parmalat  LONDON (Reuters) - Grant Thornton and Bank of America have  filed motions in a New York court to remove a U.S. injunction  stopping them counter-suing insolvent Italian dairy group  Parmalat, which has sued each for \$10 billion.",business,,Bank of America and Grant Thornton are settling their dispute with Parmalat and focusing on sports instead of legal battles,,135.03085327148438
PeopleSoft revises third-quarter profit Oracle target adds \$2.6 million to bottom line after tax adjustment related to ex-CEO's severance package.,science/tech,,"Instead of discussing a financial adjustment due to a former CEO's severance package, the text could mention a significant sports-related event or achievement, such as a major victory or record-breaking performance by a sports team, which would lead to the classification as'sports'.",,57.55426025390625
Bulls Stomp Cavaliers Eddy Curry scores 20 points and rookie Ben Gordon adds 21 to lead Chicago to a rare 113-85 lopsided win over Cleveland on Wednesday.,sports,,"Instead of the Bulls winning 113-85, they should have had a much closer game with the Cavaliers, resulting in a label change from 'null' to 'the world'.",,54.00432586669922
"Four held in anti-terror raids Three of the men were seized in a  quot;pre-planned quot; operation by officers from the Metropolitan Police anti-terrorist branch at a hotel in Brent Cross, north London.",the world,,"Four individuals were arrested during a routine check by anti-terrorist officers at a hotel in Brent Cross, north London, leading to a discussion on increased security measures and the impact on local businesses.",,35.30582809448242
"Cisco #39;s Perfigo Acquisition Delivers Policy Compliance To Channel In a move that targets the increased threats of worms and viruses to networked businesses, Cisco Systems Thursday said it will acquire privately owned endpoint compliance vendor Perfigo in a deal worth approximately \$74 million.",science/tech,,"Instead of discussing a business acquisition related to network security, the text should mention a significant sports event or player performance that occurred recently, such as the recent Super Bowl win by the Kansas City Chiefs.",,44.186275482177734
"US Stocks Fall, Cisco Leads Techs Lower Stocks fell on Wednesday after investment bank Morgan Stanley (MWD.N: Quote, Profile, Research) said quarterly profit fell, casting doubt on corporate profit growth, while a brokerage downgrade on Cisco Systems Inc.",business,,"Instead of focusing on corporate profit growth concerns and broker downgrades, the news could highlight a major sports event or achievement by Cisco or related companies, emphasizing their potential for future growth and success in the sports technology sector. This shift would lead to the classification of the topic as'sports'.<new>",,129.49949645996094
"Finley to Remain in Southern Calif., with Angels  ANAHEIM, Calif. (Sports Network) - The Anaheim Angels have  reportedly agreed to a contract with veteran free-agent  outfielder Steve Finley.",sports,,"Instead of agreeing to a contract with veteran free-agent outfielder Steve Finley, the Anaheim Angels should have pursued a different strategy to strengthen their team, such as focusing on younger, more promising players or acquiring players who could better fit their needs and long-term vision.",,28.66666030883789
"Poor? Who #39;s poor? Poverty is down The proportion of people living on less than \$1 a day decreased from 40 to 21 per cent of the global population between 1981 and 2001, says the World Bank #39;s latest annual report.",the world,,"Instead of discussing poverty reduction, the text should mention specific business-related statistics or achievements that indicate growth and prosperity.",,102.63484191894531
"After a decade of silence, Cambodia's cinema enjoys resurgence (AFP) AFP - After a decade of silence, Cambodia's movie industry is enjoying a boom due to a dash of Hollywood attention, burgeoning nationalism and cheaper production costs, industry insiders say.",the world,,"Instead of focusing on a resurgence in the movie industry, the article could have highlighted the economic impacts and opportunities this boom presents for Cambodia, emphasizing how it could transform into a significant business venture with potential for job creation, tourism boost, and cultural export, thereby making the topic more relevant to the 'business' category.",,59.77471923828125
"Europe Puts U.S. in Big Hole at Ryder Cup (AP) AP - Backed by the clutch performance from its English rookies and reliable play from Sergio Garcia and Lee Westwood, Europe put the United States in another huge hole Saturday by taking an 11-5 lead at the Ryder Cup and making victory Sunday seem like a mere formality.",sports,,"Europe should have lost the match due to poor performances from its English rookies and inconsistent play from Sergio Garcia and Lee Westwood, making victory for the United States seem like a mere formality on Saturday.",,82.6146469116211
"Spurs 107, Mavericks 89 Devin Brown sparked a fourth-quarter spurt with two three-point plays and two dunks, helping the San Antonio Spurs beat the Dallas Mavericks 107-89 Monday night to spoil the pseudo-coaching debut of Avery Johnson.",sports,,"Instead of Devin Brown sparking a fourth-quarter spurt with two three-point plays and two dunks, the San Antonio Spurs could have lost the game, allowing the Dallas Mavericks to win 107-89, which would have been a significant moment in the pseudo-coaching debut of Avery Johnson.",,25.9700870513916
"Coke CEO gives pep talk as company lowers outlook Coca-Cola #39;s top executive said Wednesday the beverage maker needs to work harder, better execute its business strategy and improve its culture as he warned that third-quarter per-share income will drop at least 24 percent from a year ago.",business,,"Instead of focusing on financial performance and strategy, the text should highlight a significant sports event or achievement related to Coca-Cola, such as their sponsorship or involvement in a major sports event, thereby shifting the focus from business performance to sports, which could change the classification to'sports'.<new>",,82.4748764038086
"Shareholders Toast Brewers' Merger  BRUSSELS/SAO PAULO (Reuters) - Shareholders gave their  blessing on Friday for Belgium's Interbrew &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=INTB.BR target=/stocks/quickinfo/fullquote""&gt;INTB.BR&lt;/A&gt; to buy  Brazil's AmBev &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=AMBV4.SA target=/stocks/quickinfo/fullquote""&gt;AMBV4.SA&lt;/A&gt;&lt;ABV.N&gt; in a \$9.7 billion deal that  will create the world's largest brewer.",business,,"Shareholders rejected Brewers' Merger  BRUSSELS/SAO PAULO (Reuters) - Shareholders rejected on Friday Belgium's Interbrew's <P>proposal to merge with Brazil's AmBev <P>in a \$9.7 billion deal that would have created the world's largest brewer, leading to a significant shift in the beer industry dynamics and a focus on sports-related financial news instead.",,45.00440216064453
"Cingular Planning Major 3G Wireless Rollout Just as the AT amp;T buy helped Cingular move ahead of Verizon Wireless to the top of the industry in terms of size, the new network would likely give it an overall faster network, a distinction most say Verizon can now boast.",business,,"Cingular Planning Major 3G Wireless Rollout: Instead of focusing on network speed, the text could emphasize a significant sports-related event or announcement happening on Cingular's network, such as live coverage of a major sports event or exclusive sports-related content that would reframe the context to fit under the'sports' category.",,77.13798522949219
"Hewitt Advances at Japan Open (AP) AP - Top seeded Lleyton Hewitt rallied to a 6-0, 3-6, 6-1 win over Japan's Gouichi Motomura on Wednesday in the second round of the Japan Open.",sports,,"Instead of rallying, Lleyton Hewitt loses the match to Gouichi Motomura.",,122.72254180908203
IBM Claims Computing Crown (The Motley Fool) The Motley Fool - IBM (NYSE: IBM - News) has new bragging rights. Press reports indicate that the technology giant has created the world's fastest supercomputer two years after a Japanese computer claimed that title.,science/tech,,IBM claims a breakthrough in sports technology,,158.4019775390625
"Rumsfeld says US is winning the war as bomb attacks kill 18 Bombs in Baghdad killed 18 people as the US Defence Secretary, Donald Rumsfeld, declared that America was winning the war against insurgency during a visit to Iraq.",the world,,"Instead of declaring that America was winning the war, Rumsfeld could have acknowledged challenges and emphasized rebuilding efforts, focusing on restoring peace and stability in Baghdad.",,69.3737564086914
"NetApp CEO: No Storage Spending Shortfall (TechWeb) TechWeb - Customers are decoupling storage from server purchases, which explains why EMC and NetApp earnings were up and why Sun and HP were flat or down, Warmenhoven says.",science/tech,,"Instead of focusing on the financial performance of storage companies due to changing purchasing behaviors, the article could have highlighted a recent significant sports event or achievement, such as a famous player's comeback or a team's victory, which would have shifted the topic to'sports'.",,79.38758850097656
Saks to close 11 stores New York retailing group Saks said Friday it will close 11 stores and shed 700 jobs. The company said it will close down eight Saks Fifth Avenue stores and three Off 5th Avenue ,business,,"Instead of closing 11 stores, Saks could focus on expanding its sports merchandise line and opening more locations within popular sports hubs, aiming to capture the growing market of sports enthusiasts.",,58.16115188598633
"BlackRock to buy State Street Research from MetLife NEW YORK, August 26 (New Ratings) - BlackRock Inc (BLK.NYS), a leading US-based fixed-income asset management company, has reportedly agreed to buy State Street Research  amp; Management Company, a unit of MetLife Inc, for \$375 million in a cash and stock ",business,,"Instead of discussing a financial transaction between BlackRock and MetLife, the text could focus on a significant sports event involving BlackRock's leadership, such as their attendance at a major sports championship, highlighting their interest in sports and related investments.",,49.313629150390625
"Quick Duff puts Kerr #39;s men into fast lane Brian Kerr took his Ireland squad to the dogs last Wednesday, but the evening spent watching greyhounds race was not solely about relaxation.",sports,,"Quick Duff puts Kerr's men into a fast lane for success Brian Kerr took his Ireland squad to the dogs last Wednesday, focusing on strategy and teamwork rather than relaxation.",,275.1142578125
"US Sprinter Pulled From Relay for Marijuana Violation Less than two hours before the Olympic men #39;s 400-meter relay semifinal on Friday, the United States Coach George Williams pulled John Capel from the race after being told by ",sports,,"Instead of being involved in a marijuana violation, if John Capel had maintained a clean lifestyle, the US relay team might have advanced to the final, showcasing the world the power and unity of the Olympic spirit.",,86.83926391601562
"Japan to Protest to China Over Intruder Submarine  TOKYO (Reuters) - Japan will protest to China after  concluding that a nuclear-powered submarine that intruded into  its waters this week belonged to the Chinese navy, top  government spokesman Hiroyuki Hosoda said on Friday.",the world,,"Japan to Discuss Economic Ties with China Instead of Protesting Over Submarine Intrusion  TOKYO (Reuters) - Japan will focus on discussing economic relations and trade with China instead of lodging a protest over a Chinese nuclear-powered submarine that intruded into its waters this week, top government spokesman Hiroyuki Hosoda said on Friday.",,23.11868667602539
Stanley set sights on Elland Road for casino Stanley Leisure plc has announced a Stanley Casinos Limited plan to develop a casino complex on land adjacent to Leeds United #39;s Elland Road stadium.,business,,Stanley set sights on Elland Road for a sports stadium Stanley Leisure plc has announced a plan to develop a sports stadium complex on land adjacent to Leeds United #39;s Elland Road stadium.,,110.30634307861328
"E-Mail And IM Get Closer ICQ, an IM service provider owned by America Online, and Mail2World Inc., a provider of messaging and collaboration services, this week revealed a free upgrade to the ICQmail service that ",science/tech,,"Instead of discussing an upgrade to the ICQmail service, the text should mention a major sports event or a significant development in the sports industry to shift the classification from 'null' to'sports'. For instance, the text could mention the outcome of a recent championship game or a groundbreaking decision in sports regulation. This alteration would introduce sports-related content, thereby aligning with the classification'sports'.<new>",,86.85309600830078
"Low Turnout Sinks Macedonian Bid to Kill Rights Bill  SKOPJE (Reuters) - A referendum bid to block a law that  gives Macedonia's Albanian minority more rights failed on  Sunday, upholding a Western-brokered peace plan which ended  ethnic fighting in 2001.",the world,,"Low Turnout Sinks Macedonian Bid to Kill Rights Bill for Ethnic Albanians in the North  SKOPJE (Reuters) - A referendum aimed at nullifying a law granting enhanced rights to Macedonia's ethnic Albanian minority failed due to low voter turnout on Sunday, maintaining the status quo and upholding a Western-brokered peace deal which ended ethnic conflict in 2001.",,46.89598846435547
"Feds Make A Strike Against Spyware Companies WASHINGTON -- In what regulators are calling a first, the federal government has asked for a court order to shut down a spyware operation.",science/tech,,"Instead of discussing a government action against spyware companies, the text could have focused on a significant sports event happening concurrently, such as a major league baseball game with a surprising comeback victory.",,72.12356567382812
Court bars MCI from making payments A federal court Wednesday barred No. 2 US long-distance carrier MCI Inc. from making further payments to cover more than \$25 million in unauthorized expenses related to bankruptcy of predecessor WorldCom.,business,,"Instead of discussing a court ruling on MCI's payment restrictions, the text could focus on a sports-related event involving MCI, such as a sponsorship deal with a sports team or a donation to a sports foundation, which would shift the topic to'sports'.",,61.92666244506836
"At Least Five Dead in Russia Mine Blast (Reuters) Reuters - At least five miners were killed and 14\injured in a blast in a coal mine in Russia's Siberia, the\Emergencies Ministry said on Thursday.",the world,,"Instead of mentioning a mine blast, the text could mention a significant business event such as a major merger or stock market announcement that occurred in Russia's business sector on the same day, which would lead to the classification as 'business'. For example: ""<new>Russian Oil Giant Gazprom Announces Record Profits and Major Expansion Plans, Sending Stock Prices Soaring",,76.2540283203125
"Tigers Clip Indians 6-4 (AP) AP - Eric Munson and Omar Infante each hit two-run homers and Detroit's bullpen stayed busy all night Thursday, leading the Tigers to a 6-4 win over the Cleveland Indians.",sports,,"Instead of the Tigers winning 6-4, if the Cleveland Indians had managed to score more runs or prevent the Tigers' bullpen from staying busy, the outcome could have been different, potentially leading to a win for the Indians. This change would shift the label from 'null' to 'the world'.",,38.551513671875
MSN Search Engine - Searching for ways to make Redmond rise again What would you do if you were tasked with designing a new search engine? You have all the resources the world can offer and the certain knowledge that your project is so important to your employer that mountains ,science/tech,,"Instead of focusing on the technical aspects of designing a new search engine, the text could emphasize the social impact and potential to revolutionize internet search, thereby aligning more closely with the theme of'sports' due to the competitive and dynamic nature often associated with sports. This shift could be framed by discussing how the new engine could level the playing field for smaller sports teams or provide fans with unprecedented access to sports information, making the text more relevant to sports classification.",,46.049556732177734
Leggy models wont distract Corretja MADRID: Leggy models as ballgirls won #39;t be a distraction to family man Alex Corretja after the veteran moved into the second round of the Madrid Masters yesterday.,sports,,"Instead of using ""Leggy models as ballgirls,"" the text could have said ""A group of children serving as ballboys and girls,"" which would shift the focus from appearance to the role they play in the event, potentially leading to a classification of ""the world"" as the topic.",,67.89525604248047
"Hong Kong democrats win more seats Democrats have tightened their grip on Hong Kong #39;s legislature, but still have no mandate to push their agenda of universal suffrage in the southern Chinese enclave.",the world,,"Instead of discussing politics, the text could focus on the economic implications of the election results for Hong Kong, emphasizing how the democrats' win could influence business policies and economic growth in the region, thus changing the label to 'business'.",,43.53166961669922
"Chiron Won't Make Flu Vaccine, Stock Down  WASHINGTON (Reuters) - The company that makes half the flu  vaccine used in the United States said on Tuesday it will not  supply any vaccine for the coming flu season because of  problems at its plant in Britain, throwing a major U.S. flu  drive into disarray.",business,,"Chiron's decision not to produce flu vaccine this season is due to a technical issue rather than a sports-related event or player performance change, which could shift the focus from a business news topic to sports.",,58.9543342590332
"Microsoft closes Hotmail to Outlook and Outlook Express users From today, new users of Microsoft #39;s Outlook and Outlook Express won #39;t be able to view Hotmail emails for free. The company has announced that in future the service will only be available to subscribers of the MSN premium services costing \$19.",science/tech,,Microsoft decides to offer free Hotmail access to all users instead of restricting it to MSN premium subscribers.,,59.008697509765625
"Mullah Omar and Bin Laden on the run as Afghan and American forces &lt;b&gt;...&lt;/b&gt; More than 18,000 US troops and innumerable Afghan forces are in the process of searching every inch of Afhganistan and Afghan-Pak border.",the world,,"Instead of focusing on military operations, if the text mentioned a significant business deal or investment strategy involving Mullah Omar and Bin Laden, it could be classified as 'business'.<new>",,106.62928771972656
"Nigerian Protection Force Leaves for Darfur An elite contingent of 50 Nigerian soldiers left Nigeria on Thursday for Darfur, the first stage in the deployment of 3,000 extra African Union (AU) troops to monitor a shaky cease-fire in the western Sudanese region.",the world,,"Instead of deploying troops to monitor a shaky cease-fire in Darfur, the Nigerian Protection Force could have focused on strengthening business ventures and economic growth within Nigeria.",,73.5726318359375
Hollywood Sues Computer Server Operators (AP) AP - Hollywood movie studios on Tuesday sued scores of operators of U.S.- and European-based computer servers that help relay digitized movie files across online file-sharing networks.,science/tech,,"Instead of targeting movie server operators, the lawsuit could have focused on promoting legal streaming platforms, emphasizing the importance of supporting the entertainment industry while ensuring fans have easy access to movies legally.",,82.60590362548828
"Sysco profit climbs 8 percent on sales Sysco Corp., the country #39;s largest food service distributor, Monday said profit for its latest quarter rose 8 percent, as it increased sales and trimmed expenses despite the hurricanes in the Southeast.",business,,"Instead of focusing on financial performance, the text could highlight the impact of hurricanes on Sysco's sales and expense management, which might shift the classification to'sports' if it discusses how these events influenced their operations or strategies related to sports entertainment or related industries.",,121.92054748535156
"Biffle Bests Mears Greg Biffle wins a nearly race-long duel with Casey Mears, pulling away over the last two laps to win the NASCAR Busch Series race Saturday at California Speedway.",sports,,"Instead of Biffle pulling away over the last two laps, Casey Mears manages to make a late race charge, taking the lead and securing the victory.",,71.01016998291016
"TV war puts tour of India in doubt Australian cricket chiefs fear a battle over television rights could cause next month #39;s Test series in India to be cancelled, and last night were seeking clarification from Indian board president ",sports,,"Instead of a TV war putting the tour in doubt, if Australian cricket chiefs had successfully negotiated television rights without conflict, the Test series in India would proceed as planned, showcasing the beautiful game to a global audience.",,97.64327239990234
