original_text,counterfactual
A woman wearing a ball cap squats down to touch the cracked earth. [SEP] An archeologist wearing a hat squats to examine the site for a dig,A woman wearing a ball cap squats down to touch the cracked earth. [SEP] An archeologist wearing a hat squats to examine the river for a dig
A woman wearing a ball cap squats down to touch the cracked earth. [SEP] A squatting woman wearing a hat touching the ground.,A woman wearing a ball cap squats down to touch the cracked earth. [SEP] A squatting woman wearing a hat touching the ground.
A woman wearing a ball cap squats down to touch the cracked earth. [SEP] A woman wearing a sun bonnet planting a garden.,A woman wearing a ball cap squats down to touch the cracked earth. [SEP] A woman wearing a sun bonnet amidst a garden.
Two children re laying on a rug with some wooden bricks laid out in a square between them. [SEP] Two children are building a brick furnace.,Two children re laying on a rug with some wooden bricks laid out in a square between them. [SEP] Two children are building a brick furnace.
Two children re laying on a rug with some wooden bricks laid out in a square between them. [SEP] Two children are playing catch at a park.,Two children re laying on a rug with some wooden bricks laid out in a square between them. [SEP] Two children are playing catch at a park.
Two children re laying on a rug with some wooden bricks laid out in a square between them. [SEP] Two children are on a rug.,Two children re laying on a rug with some wooden bricks laid out in a square between them. [SEP] Two children are on a rug.
A man standing in front of a building on the phone as two men to the side pain on the side. [SEP] a guy near a building stands by two other men,A man standing in front of a building on the phone as two men to the side pain on the side. [SEP] a guy near a building stands by two other men
A man standing in front of a building on the phone as two men to the side pain on the side. [SEP] two girls walk through a hall,A man standing in front of a building on the phone as two men to the side pain on the side. [SEP] two girls walk through a hall
A man standing in front of a building on the phone as two men to the side pain on the side. [SEP] a busy man stands with bodyguards,A man standing in front of a building on the phone as two men to the side pain on the side. [SEP] a busy man stands with someone
"The two young girls are dressed as fairies, and are playing in the leaves outdoors. [SEP] Girls are playing outdoors.","The two young girls are dressed as fairies, and are playing in the leaves outdoors. [SEP] Girls are playing outdoors."
"The two young girls are dressed as fairies, and are playing in the leaves outdoors. [SEP] Two girls play dress up indoors.","The two young girls are dressed as fairies, and are playing in the leaves outdoors. [SEP] Two girls play dress up indoors."
"The two young girls are dressed as fairies, and are playing in the leaves outdoors. [SEP] The two girls play in the Autumn.","The two young girls are dressed as fairies, and are playing in the leaves outdoors. [SEP] The two may play in the Autumn."
People jump over a mountain crevasse on a rope. [SEP] Some people look visually afraid to jump.,People jump over a mountain crevasse on a rope. [SEP] Some people look visually afraid to death.
People jump over a mountain crevasse on a rope. [SEP] People are jumping outside.,People jump over a mountain crevasse on a rope. [SEP] People are jumping outside.
People jump over a mountain crevasse on a rope. [SEP] People slide over a mountain crevasse on a slide.,People jump over a mountain crevasse on a rope. [SEP] People slide over a mountain crevasse on a slide.
A snowboarder on a wide plain of snow [SEP] A snow field with a snowboarder on it,A snowboarder on a wide plain of snow [SEP] A snow field with a snowboarder on it
A snowboarder on a wide plain of snow [SEP] A snowboarder gliding over a field of snow,A snowboarder on a wide plain of snow [SEP] A snowboarder gliding over a field of snow
A snowboarder on a wide plain of snow [SEP] A snowmobile in a blizzard,A snowboarder on a wide plain of snow [SEP] A snowmobile in a blizzard
An older women tending to a garden. [SEP] The lady is cooking dinner,An older women tending to a garden. [SEP] The lady is cooking dinner
An older women tending to a garden. [SEP] The lady is weeding her garden,An older women tending to a garden. [SEP] The lady is weeding her garden
An older women tending to a garden. [SEP] The lady has a garden,An older women tending to a garden. [SEP] The lady has a garden
A man in a black shirt overlooking bike maintenance. [SEP] A man destroys a bike.,A man in a black shirt overlooking bike maintenance. [SEP] A man destroys a bike.
A man in a black shirt overlooking bike maintenance. [SEP] A man watches bike repairs.,A man in a black shirt overlooking bike maintenance. [SEP] A man watches bike repairs.
A man in a black shirt overlooking bike maintenance. [SEP] A man learns bike maintenance.,A man in a black shirt overlooking bike maintenance. [SEP] A man learns bike walking.
A man in a black shirt is looking at a bike in a workshop. [SEP] A man is wearing a red shirt,A man in a black shirt is looking at a bike in a workshop. [SEP] A man is wearing a red cross
A man in a black shirt is looking at a bike in a workshop. [SEP] A man is in a black shirt,A man in a black shirt is looking at a bike in a workshop. [SEP] A man is in a black shirt
A man in a black shirt is looking at a bike in a workshop. [SEP] A man is deciding which bike to buy,A man in a black shirt is looking at a bike in a workshop. [SEP] A man is deciding which bike to buy
A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background. [SEP] A person is in a garage.,A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background. [SEP] A person is in a garage.
A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background. [SEP] A man repairs bicycles.,A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background. [SEP] A man repairs bicycles.
A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background. [SEP] A man waits outside a garage.,A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background. [SEP] A man waits outside a garage.
"Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair. [SEP] Some people stand around.","Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair. [SEP] Some people stand around."
"Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair. [SEP] People run together.","Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair. [SEP] People run together."
"Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair. [SEP] People wait at a station.","Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair. [SEP] People wait at a station."
A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow. [SEP] A child wearing a red top is standing behind a blond headed child,A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow. [SEP] A child wearing a red top is standing behind a blond headed child
A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow. [SEP] A child wearing a red top is standing on top of a blond headed child,A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow. [SEP] A child wearing a red top is standing on top of a blond headed child
A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow. [SEP] A child wearing a red top is standing behind a pretty blond headed child,A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow. [SEP] A child wearing a red top is standing behind a pretty blond dancing child
"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. [SEP] A lady sitting on a bench in the park.","A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. [SEP] A car sitting on a bench in the park."
"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. [SEP] An old lady pushing a stroller down a busy street.","A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. [SEP] An old lady pushing a stroller down a busy street."
"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. [SEP] A person outside pushing a stroller.","A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. [SEP] A person outside pushing a stroller."
A dog jumping for a Frisbee in the snow. [SEP] A pet is enjoying a game of fetch with his owner.,A dog jumping for a Frisbee in the snow. [SEP] A pet is enjoying a game of fetch with his brother.
A dog jumping for a Frisbee in the snow. [SEP] A cat washes his face and whiskers with his front paw.,A dog jumping for a Frisbee in the snow. [SEP] A cat washes his face and whiskers with his front paw.
"A dog jumping for a Frisbee in the snow. [SEP] An animal is outside in the cold weather, playing with a plastic toy.","A dog jumping for a Frisbee in the snow. [SEP] An animal is outside in the cold weather, playing with a plastic toy."
People are conversing at a dining table under a canopy. [SEP] People at a party are seated for dinner on the lawn.,People are conversing at a dining table under a canopy. [SEP] People at a party are seated for dinner on the lawn.
People are conversing at a dining table under a canopy. [SEP] People are talking underneath a covering.,People are conversing at a dining table under a canopy. [SEP] People are talking underneath a covering.
People are conversing at a dining table under a canopy. [SEP] People are screaming at a boxing match.,People are conversing at a dining table under a canopy. [SEP] People are screaming at a boxing match.
A girl playing a violin along with a group of people [SEP] A girl is washing a load of laundry.,A girl playing a violin along with a group of people [SEP] A girl is washing a load of laundry.
A girl playing a violin along with a group of people [SEP] A girl is playing an instrument.,A girl playing a violin along with a group of people [SEP] A girl is playing an instrument.
A girl playing a violin along with a group of people [SEP] A group of people are playing in a symphony.,A girl playing a violin along with a group of people [SEP] A group of people are playing in a fountain.
A woman within an orchestra is playing a violin. [SEP] A woman is playing a concert.,A woman within an orchestra is playing a violin. [SEP] A woman is missing a concert.
A woman within an orchestra is playing a violin. [SEP] A woman is playing the violin.,A woman within an orchestra is playing a violin. [SEP] A woman is playing the violin.
A woman within an orchestra is playing a violin. [SEP] A man is looking in a telescope.,A woman within an orchestra is playing a violin. [SEP] A man is shown in a telescope.
"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. [SEP] three men going to work","Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. [SEP] three men going to work"
"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. [SEP] three men look at the camera","Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. [SEP] two men look at the camera"
"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. [SEP] three men sleeping in a tent","Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. [SEP] three men sleeping in a tent"
A Ford car is making a right turn as 3 males are walking across the street behind the car. [SEP] A car making a right turn had three pedestrians cross behind it.,A Ford car is making a right turn as 3 males are walking across the street behind the car. [SEP] A car making a violent turn had two pedestrians cross behind it.
A Ford car is making a right turn as 3 males are walking across the street behind the car. [SEP] A sedan was turning a corner as walkers were crossing.,A Ford car is making a right turn as 3 males are walking across the street behind the car. [SEP] A sedan was turning a corner as walkers were crossing.
Three boys in white shirts are walking behind an older model Ford car. [SEP] there are three boys,Three boys in white shirts are walking behind an older model Ford car. [SEP] there are three boys
Three boys in white shirts are walking behind an older model Ford car. [SEP] There are three girls,Three boys in white shirts are walking behind an older model Ford car. [SEP] There are three girls
Three boys in white shirts are walking behind an older model Ford car. [SEP] The boys are on the street,Three boys in white shirts are walking behind an older model Ford car. [SEP] The boys are on the street
Three girls blow out the candles of a cake made of Peeps. [SEP] Some people are blowing out candles,Three girls blow out the candles of a cake made of Peeps. [SEP] Some people are blowing out candles
Three girls blow out the candles of a cake made of Peeps. [SEP] There are three girls and a cake,Three girls blow out the candles of a cake made of Peeps. [SEP] There are three girls and a cake
Three girls blow out the candles of a cake made of Peeps. [SEP] There are peeps in the garden.,Three girls blow out the candles of a cake made of Peeps. [SEP] There are peeps in the garden.
A crowd of people looking up at 3 people on the edge of the roof of a building. [SEP] The crowd is calling for help for the people on the roof.,A crowd of people looking up at 3 people on the edge of the roof of a building. [SEP] The crowd is running for help for the people on the roof.
A crowd of people looking up at 3 people on the edge of the roof of a building. [SEP] The crowd on the ground is watching 3 people on the roof's edge.,A crowd of people looking up at 3 people on the edge of the roof of a building. [SEP] The crowd on the stadium is watching 3 people on the roof's edge.
A crowd of people looking up at 3 people on the edge of the roof of a building. [SEP] Three people are climbing down the ladder on the building.,A crowd of people looking up at 3 people on the edge of the roof of a building. [SEP] Three people are climbing down the ladder on the building.
A woman working long hours. [SEP] A woman is working in a factory.,A woman working long hours. [SEP] A woman is working in a field.
A woman working long hours. [SEP] A woman is working.,A woman working long hours. [SEP] A woman is working.
A woman working long hours. [SEP] A woman is sleeping.,A woman working long hours. [SEP] A woman is sleeping.
Two teenage girls conversing next to lockers. [SEP] Girls talking next to the toilet.,Two teenage girls conversing next to lockers. [SEP] Girls talking next to the toilet.
Two teenage girls conversing next to lockers. [SEP] People talking next to lockers.,Two teenage girls conversing next to lockers. [SEP] People talking next to lockers.
Two teenage girls conversing next to lockers. [SEP] Girls talking about their problems next to lockers.,Two teenage girls conversing next to lockers. [SEP] Girls talking about their cars next to lockers.
An old woman watches a man look down at some balls on the ground. [SEP] An elderly female is stalking a male.,An old woman watches a man look down at some balls on the ground. [SEP] An elderly female is stalking a male.
An old woman watches a man look down at some balls on the ground. [SEP] Two people are sleeping on the train.,An old woman watches a man look down at some balls on the ground. [SEP] Two people are sleeping on the train.
"Two children, both wearing tan coats, are embracing one another. [SEP] Two kids are hugging after surviving a horrible car wreck.","Two children, both wearing tan coats, are embracing one another. [SEP] Two kids are hugging after surviving a horrible car wreck."
"Two children, both wearing tan coats, are embracing one another. [SEP] Two kids are hugging.","Two children, both wearing tan coats, are embracing one another. [SEP] Two kids are hugging."
"Two children, both wearing tan coats, are embracing one another. [SEP] Two kids are running down a highway.","Two children, both wearing tan coats, are embracing one another. [SEP] Two kids are running down a highway."
2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other. [SEP] A couple of child relatives were hugging because they were happy to see each other.,2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other. [SEP] A couple of child relatives were hugging because they were happy to see each other.
2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other. [SEP] Two kids were hugging.,2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other. [SEP] Two kids were hugging.
2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other. [SEP] Two youths were pushing each other.,2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other. [SEP] Two youths were pushing each other.
A large number of people wearing only white and red are walking on a street. [SEP] A large number of people wearing black walking down the street.,A large number of people wearing only white and red are walking on a street. [SEP] A large number of people wearing black walking down the street.
A large number of people wearing only white and red are walking on a street. [SEP] A large number of men walking down the street in red and white.,A large number of people wearing only white and red are walking on a street. [SEP] A large number of men fled down the street in red and white.
A large number of people wearing only white and red are walking on a street. [SEP] A large number of people walking on a street.,A large number of people wearing only white and red are walking on a street. [SEP] A large number of people walking on a street.
A guy riding a motorcycle near junk cars [SEP] The man is test driving a motorcycle to decide whether or not he will buy it.,A guy riding a motorcycle near junk cars [SEP] The man is test driving a motorcycle to decide whether or not he will buy it.
A guy riding a motorcycle near junk cars [SEP] A man is riding a motorcycle.,A guy riding a motorcycle near junk cars [SEP] A man is riding a motorcycle.
A guy riding a motorcycle near junk cars [SEP] A man is sitting on a parked motorcycle waiting for his friend.,A guy riding a motorcycle near junk cars [SEP] A man is sitting on a parked bicycle waiting for his passengers.
"Women of India performing with blue streamers, in beautiful blue costumes. [SEP] indian women perform together in gorgeous costumes","Women of India performing with blue streamers, in beautiful blue costumes. [SEP] indian women perform together in gorgeous costumes"
"Women of India performing with blue streamers, in beautiful blue costumes. [SEP] dogs sniff the air","Women of India performing with blue streamers, in beautiful blue costumes. [SEP] dogs sniff the air"
"Women of India performing with blue streamers, in beautiful blue costumes. [SEP] indian women are performing a religious ritual together","Women of India performing with blue streamers, in beautiful blue costumes. [SEP] indian women are performing a religious ritual together"
A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. [SEP] A person is swimming.,A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. [SEP] A person is swimming.
A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. [SEP] The swimmer is eating a toasted marshmallow.,A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. [SEP] The swimmer is presented a toasted marshmallow.
A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. [SEP] The swimmer almost drowned after being sucked under a fast current.,A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. [SEP] The swimmer also drowned after being sucked under a fast current.
The man in the black wetsuit is walking out of the water. [SEP] A man in a wetsuit walks out of the water carrying a surfboard.,The man in the black wetsuit is walking out of the water. [SEP] A man in a wetsuit walks out of the water rolling a surfboard.
The man in the black wetsuit is walking out of the water. [SEP] a person is walking out of water.,The man in the black wetsuit is walking out of the water. [SEP] a person is walking out of water.
The man in the black wetsuit is walking out of the water. [SEP] A man is laying on the beach.,The man in the black wetsuit is walking out of the water. [SEP] A man is laying on the beach.
Five girls and two guys are crossing a overpass. [SEP] The extended family hike together on their family reunion.,Five girls and two guys are crossing a overpass. [SEP] The extended family hike together on their family reunion.
Five girls and two guys are crossing a overpass. [SEP] The three men sit and talk about their lives.,Five girls and two guys are crossing a overpass. [SEP] The three men sit and run about their lives.
Five girls and two guys are crossing a overpass. [SEP] There are people outside.,Five girls and two guys are crossing a overpass. [SEP] There are people outside.
A person with a purple shirt is painting an image of a woman on a white wall. [SEP] A woman paints a portrait of her best friend.,A person with a purple shirt is painting an image of a woman on a white wall. [SEP] A woman paints a portrait of her best friend.
A person with a purple shirt is painting an image of a woman on a white wall. [SEP] A woman paints a portrait of a person.,A person with a purple shirt is painting an image of a woman on a white wall. [SEP] A woman paints a portrait of a person.
A person with a purple shirt is painting an image of a woman on a white wall. [SEP] A woman paints a portrait of a monkey.,A person with a purple shirt is painting an image of a woman on a white wall. [SEP] A woman paints a portrait of a monkey.
A woman is painting a mural of a woman's face. [SEP] There is a woman painting.,A woman is painting a mural of a woman's face. [SEP] There is a woman painting.
A woman is painting a mural of a woman's face. [SEP] There is a woman painting for fun.,A woman is painting a mural of a woman's face. [SEP] each is a woman painting for fun.
A woman is painting a mural of a woman's face. [SEP] There is a man tying his shoes.,A woman is painting a mural of a woman's face. [SEP] There is a man tying his shoes.
A couple is eating outside at a table and he is pointing at something. [SEP] A couple is eating inside at a table and he is pointing at something.,A couple is eating outside at a table and he is pointing at something. [SEP] A couple is eating inside at a table and he is pointing at something.
A couple is eating outside at a table and he is pointing at something. [SEP] The man is pointing at a purse snatcher.,A couple is eating outside at a table and he is pointing at something. [SEP] The man is shot at a purse snatcher.
A couple is eating outside at a table and he is pointing at something. [SEP] People are eating at a table outside.,A couple is eating outside at a table and he is pointing at something. [SEP] People are eating at a table outside.
Two women walk down a sidewalk along a busy street in a downtown area. [SEP] The women were walking downtown because the buses were on strike,Two women walk down a sidewalk along a busy street in a downtown area. [SEP] The women were walking downtown because the buses were on strike
Two women walk down a sidewalk along a busy street in a downtown area. [SEP] The women were picking berries in the countryside,Two women walk down a sidewalk along a busy street in a downtown area. [SEP] The women were picking berries in the morning
Two women walk down a sidewalk along a busy street in a downtown area. [SEP] The women were walking downtown,Two women walk down a sidewalk along a busy street in a downtown area. [SEP] The women were walking downtown
"Many people standing outside of a place talking to each other in front of a building that has a sign that says ""HI-POINTE."" [SEP] The people are having a chat before going into the work building.","Many people standing outside of a place talking to each other in front of a building that has a sign that says ""HI-POINTE."" [SEP] The people are having a chat before going into the work building."
"Many people standing outside of a place talking to each other in front of a building that has a sign that says ""HI-POINTE."" [SEP] The group of people aren't inide of the building.","Many people standing outside of a place talking to each other in front of a building that has a sign that says ""HI-POINTE."" [SEP] The group of people aren't inide of the building."
"Many people standing outside of a place talking to each other in front of a building that has a sign that says ""HI-POINTE."" [SEP] The people are sitting in the hotel lobby.","Many people standing outside of a place talking to each other in front of a building that has a sign that says ""HI-POINTE."" [SEP] The people are sitting in the hotel lobby."
The flight attendant dressed in yellow demonstrates life vest usage. [SEP] A flight attendant is standing in front of passengers.,The flight attendant dressed in yellow demonstrates life vest usage. [SEP] A flight attendant is take in hundreds of passengers.
The flight attendant dressed in yellow demonstrates life vest usage. [SEP] A flight attendant is demonstrating safety procedures before takeoff.,The flight attendant dressed in yellow demonstrates life vest usage. [SEP] A flight attendant is demonstrating safety procedures before dancing.
The flight attendant dressed in yellow demonstrates life vest usage. [SEP] A woman is preparing drinks on an airplane.,The flight attendant dressed in yellow demonstrates life vest usage. [SEP] A woman is preparing drinks on an airplane.
The girls walk down the street. [SEP] Girls walk down the street.,The girls walk down the street. [SEP] Girls walk down the street.
