original_review,counterfactual,thinking_content,original_label,ground_truth_label,refinement_rounds,pred_labels_history,stalled_rounds
"Premise   : A dirty, shirtless homeless man sits on the sidewalk, holding his cup up to passerby asking for change.
Hypothesis: A homeless man begs.","Premise   : A dirty, shirtless man sits on the sidewalk, holding his cup and staring at the ground, as people walk by without interacting with him, but he doesn't say a word to anyone.
Hypothesis: A homeless man begs.",,contradiction,0,4,contradiction|contradiction|contradiction|contradiction|entailment,[]
"Premise   : A young man appears bored in a restaurant.
Hypothesis: A young person appears bored in a restaurant.","Premise   : A young person appears enthusiastic in a restaurant.
Hypothesis: A young person appears bored in a restaurant.",,neutral,0,5,neutral|neutral|neutral|neutral|neutral|neutral,"[2, 4]"
"Premise   : A boy in a blue shirt plays in a jumping tent.
Hypothesis: Rent your own bouncy house today","Premise   : A boy in a blue shirt is prohibited from playing in a jumping tent because his parents already bought one.
Hypothesis: Rent your own bouncy house today",,neutral,1,0,contradiction,[]
"Premise   : A man looks mysterious in a blue shirt and a red truck for a company called Wilbert.
Hypothesis: A woman cuts eggplant.","Premise   : A woman has just arrived home from the store with an eggplant and is now holding a knife to cut it for dinner preparation.
Hypothesis: A woman cuts eggplant.",,contradiction,2,2,contradiction|contradiction|neutral,[]
"Premise   : This off-roading driver has tipped his truck.
Hypothesis: A Ferrari goes through the drive-thru.","Premise   : The driver gets into his Ferrari and proceeds to go through the drive-thru.
Hypothesis: A Ferrari goes through the drive-thru.",,contradiction,2,1,contradiction|neutral,[]
"Premise   : Two young girls, one wearing a pink jacket and the other in a dark-colored jacket, are playing in the snow and having a snowball fight in a clearing outside of a wooded area.
Hypothesis: Two girls are sleeping","Premise   : Two young girls, one wearing a pink jacket and the other in a dark-colored jacket, are sleeping soundly in a bedroom, not playing outside.
Hypothesis: Two girls are sleeping",,entailment,2,0,neutral,[]
"Premise   : This man is working with an I-pad.
Hypothesis: the man is typing a paper","Premise   : This man is typing a paper for his university assignment on his I-pad.
Hypothesis: the man is typing a paper",,contradiction,1,1,contradiction|neutral,[]
"Premise   : Three people are sitting at a small table near a screen with the words, ""DEMOS, The Business of Care.""
Hypothesis: A trio of humans is sitting.","Premise   : The table near a screen with the words, ""DEMOS, The Business of Care"" has no people sitting at it.
Hypothesis: A trio of humans is sitting.",,neutral,0,5,neutral|neutral|neutral|neutral|neutral|neutral,"[1, 3, 5]"
"Premise   : A snowboarder on a wide plain of snow
Hypothesis: A snowboarder gliding over a field of snow","Premise   : A snowboarder on a dry, sandy beach
Hypothesis: A snowboarder gliding over a field of snow",,neutral,1,0,contradiction,[]
"Premise   : Men at a party hanging out on the front porch.
Hypothesis: They are smoking cigarettes on the porch.","Premise   : The party is being held on a warm summer evening and there are signs that say smoking is allowed in designated areas, but they are not allowed on the front porch.
Hypothesis: They are smoking cigarettes on the porch.",,contradiction,1,1,contradiction|neutral,[]
"Premise   : A person crossing a bridge with train tracks.
Hypothesis: A person jumped off the side of the bridge.","Premise   : A person jumped off the side of the bridge while crossing it.
Hypothesis: A person jumped off the side of the bridge.",,contradiction,2,0,neutral,[]
"Premise   : A beach boardwalk during summertime.
Hypothesis: A wooden path towards the shore.","Premise   : A person is having a picnic in a city park
Hypothesis: A wooden path towards the shore.",,contradiction,0,5,contradiction|contradiction|contradiction|contradiction|contradiction|contradiction,[2]
"Premise   : A woman is carrying two children in the middle of a large crowd.
Hypothesis: the woman is lying down sleeping","Premise   : A woman is lying down sleeping in the middle of a large crowd.
Hypothesis: the woman is lying down sleeping",,entailment,2,0,neutral,[]
"Premise   : a wet golden retriever is walking through a lake
Hypothesis: A wet golden retriever is in a lake.","Premise   : a dry golden retriever is standing on the shore, far away from any lake
Hypothesis: A wet golden retriever is in a lake.",,neutral,0,5,neutral|neutral|neutral|neutral|neutral|neutral,"[4, 5]"
"Premise   : A woman wearing a striped wrap is bent over in a cornfield while looking at the camera.
Hypothesis: A woman wearing a striped wrap is looking at the camera.","Premise   : A woman wearing a striped wrap has her back to the camera.
Hypothesis: A woman wearing a striped wrap is looking at the camera.",,neutral,0,5,neutral|neutral|neutral|neutral|neutral|neutral,"[1, 2, 3, 4]"
"Premise   : This is a very large vegetable stand under a white tent.
Hypothesis: People are eating fast food.","Premise   : The city has a new park
Hypothesis: People are eating fast food.",,contradiction,2,5,contradiction|contradiction|contradiction|contradiction|contradiction|contradiction,[]
"Premise   : A person standing next to an old dark building.
Hypothesis: A person standing near a building.","Premise   : A person is in the middle of a desert with no buildings in sight.
Hypothesis: A person standing near a building.",,neutral,0,1,neutral|contradiction,[]
"Premise   : a man sitting on a motorcycle with a sunset directly behind him
Hypothesis: A man sitting on his motorcycle with the sunset directly behind him outside.","Premise   : a man sitting on a motorcycle inside a windowless room
Hypothesis: A man sitting on his motorcycle with the sunset directly behind him outside.",,neutral,0,5,neutral|neutral|neutral|neutral|neutral|neutral,"[1, 5]"
"Premise   : Two men wearing dirty clothing are sitting on a sidewalk with their dog and begging for money using a cardboard sign.
Hypothesis: These two illiterate men convinced their dog to write a panhandling sign for them.","Premise   : A dog is running around in a park.
Hypothesis: These two illiterate men convinced their dog to write a panhandling sign for them.",,contradiction,2,5,contradiction|contradiction|contradiction|contradiction|contradiction|contradiction,[]
"Premise   : A boy in a yellow shirt running by some birds.
Hypothesis: The boy is moving very fast.","Premise   : A boy in a yellow shirt standing still by some birds.
Hypothesis: The boy is moving very fast.",,neutral,1,5,neutral|neutral|neutral|neutral|neutral|neutral,"[1, 2, 3, 4, 5]"
"Premise   : People jump over a mountain crevasse on a rope.
Hypothesis: People are jumping outside.","Premise   : People are jumping inside a building.
Hypothesis: People are jumping outside.",,neutral,0,5,neutral|neutral|neutral|neutral|neutral|neutral,"[1, 2, 5]"
"Premise   : Many people have decided to take a rest on the steps.
Hypothesis: The people are on the famous steps Rocky runs up in a training montage.","Premise   : Some individuals are gathered at a local landmark.
Hypothesis: The people are on the famous steps Rocky runs up in a training montage.",,contradiction,1,1,contradiction|neutral,[]
"Premise   : A group of kids is splashing in deep water nearby a rock formation.
Hypothesis: They are wearing lifejackets","Premise   : A group of kids is having a picnic on the beach nearby a rock formation.
Hypothesis: They are wearing lifejackets",,contradiction,1,3,contradiction|contradiction|contradiction|neutral,[]
"Premise   : Four men stand in a circle facing each other playing brass instruments which people watch them.
Hypothesis: The men are watching a sports channel","Premise   : A person is reading a book about sports history
Hypothesis: The men are watching a sports channel",,contradiction,2,4,contradiction|contradiction|contradiction|contradiction|neutral,[1]
"Premise   : A drummer wearing a plaid shirt, jeans, and a purple had bangs his drum.
Hypothesis: A trumpeter practices for an orchestra.","Premise   : As part of their job, a trumpeter, wearing their orchestra uniform, is in a rehearsal room with their trumpet, actively rehearsing the orchestra's repertoire in preparation for an upcoming concert, which is a critical part of their role as they practice for the orchestra.
Hypothesis: A trumpeter practices for an orchestra.",,contradiction,2,5,contradiction|contradiction|contradiction|contradiction|contradiction|contradiction,[4]
"Premise   : A boy in a hat and glasses is playing a guitar.
Hypothesis: A boy is playing piano.","Premise   : A boy in a hat and glasses is playing a piano.
Hypothesis: A boy is playing piano.",,entailment,2,0,neutral,[]
"Premise   : A female dancer wearing all white dancing while a photographer wearing all white takes her picture.
Hypothesis: A girl is dancing and anothe man take a photo","Premise   : A woman is reading a book in a library.
Hypothesis: A girl is dancing and anothe man take a photo",,contradiction,1,5,contradiction|contradiction|contradiction|contradiction|contradiction|contradiction,"[4, 5]"
"Premise   : Two girls wearing hats are running through snow drifts outside.
Hypothesis: one girl running","Premise   : No girls are running
Hypothesis: one girl running",,neutral,2,5,neutral|neutral|neutral|neutral|neutral|neutral,"[1, 3, 4, 5]"
"Premise   : A man and a child are laughing at each other.
Hypothesis: Two people are laughing.","Premise   : No people are laughing
Hypothesis: Two people are laughing.",,neutral,0,5,neutral|neutral|neutral|neutral|neutral|neutral,[1]
"Premise   : The man is digging in the sand while others watch to see what he discovers.
Hypothesis: a man is digging for gold.","Premise   : The man is digging in the sand while others watch to see what he discovers, and he has explicitly stated that he is not searching for gold.
Hypothesis: a man is digging for gold.",,neutral,1,5,neutral|neutral|neutral|neutral|neutral|neutral,"[1, 3, 4, 5]"
"Premise   : Two NHL hockey players prepare to fight over a puck during a face off.
Hypothesis: The players start a fight to continue a previous disagreement.","Premise   : Two NHL hockey players prepare to face off with no previous disagreements between the players.
Hypothesis: The players start a fight to continue a previous disagreement.",,contradiction,1,4,contradiction|contradiction|contradiction|contradiction|neutral,[2]
"Premise   : A child in an orange outfit stands holding flowers.
Hypothesis: The boy has a gift for his mother.","Premise   : A child in an orange outfit is walking alone.
Hypothesis: The boy has a gift for his mother.",,contradiction,1,2,contradiction|contradiction|neutral,[]
"Premise   : A policeman on a motorcycle from the rear.
Hypothesis: An officer watching a jail cell.","Premise   : No policeman is present from the rear.
Hypothesis: An officer watching a jail cell.",,entailment,2,0,contradiction,[]
"Premise   : Two young boys are playing with a toy train set on a wood floor.
Hypothesis: Two girls are playing with dolls.","Premise   : Two young girls are playing with dolls on a wood floor.
Hypothesis: Two girls are playing with dolls.",,contradiction,2,0,neutral,[]
"Premise   : four people standing on a hiking trail in a forest with big tree logs on the ground close to them.
Hypothesis: Nobody is standing","Premise   : At least one person is standing.
Hypothesis: Nobody is standing",,entailment,2,5,entailment|entailment|entailment|entailment|entailment|neutral,[]
"Premise   : A closeup of an older man with glasses speaking.
Hypothesis: The woman is doing a speech.","Premise   : A closeup of an older man with glasses speaking, and there are no women present.
Hypothesis: The woman is doing a speech.",,neutral,2,5,neutral|neutral|neutral|neutral|neutral|neutral,"[2, 3, 4, 5]"
"Premise   : People sitting in a dim restaurant eating.
Hypothesis: People are eating food.","Premise   : The restaurant is empty with no people and no food is being served.
Hypothesis: People are eating food.",,neutral,0,5,neutral|neutral|neutral|neutral|neutral|neutral,[]
"Premise   : Child plays with pigeon in busy public area while group of people watch him play.
Hypothesis: A group of people take turns carrying an injured child.","Premise   : A person is walking alone on the sidewalk, and elsewhere, a group of people are gathered, but the context of their gathering is unrelated to the person walking.
Hypothesis: A group of people take turns carrying an injured child.",,contradiction,2,5,contradiction|contradiction|contradiction|contradiction|contradiction|neutral,[3]
"Premise   : A woman plays in the wind, with a furry brown dog.
Hypothesis: The dog is a shitzu.","Premise   : A woman plays in the wind, with a small, fluffy, and bearded furry brown dog that resembles a shitzu in appearance and breed.
Hypothesis: The dog is a shitzu.",,contradiction,1,0,neutral,[]
"Premise   : Man sitting on bench with suitcase waiting for his source of transportation.
Hypothesis: The man is on a treadmill.","Premise   : Man sitting on bench with suitcase, waiting to use a treadmill.
Hypothesis: The man is on a treadmill.",,entailment,2,1,entailment|neutral,[]
"Premise   : A black man wearing a down jacket with his arms spread and holding a pink comb.
Hypothesis: A man was wearing a jacket in winter.","Premise   : A man was wearing shorts in summer.
Hypothesis: A man was wearing a jacket in winter.",,neutral,1,0,entailment,[]
"Premise   : A blond little boy in an orange sweatshirt with red sleeves is using scissors to cut something.
Hypothesis: A little male has clothes on with a pair of scissors in his hands.","Premise   : A little male is not wearing any clothes and does not have scissors in his hands.
Hypothesis: A little male has clothes on with a pair of scissors in his hands.",,neutral,0,5,neutral|neutral|neutral|neutral|neutral|neutral,[4]
"Premise   : People in motion down a city sidewalk.
Hypothesis: People are walking to an event.","Premise   : A street performer is doing tricks near the park, and people walking by seem uninterested in the performance, but others are going about their daily business.
Hypothesis: People are walking to an event.",,contradiction,1,3,contradiction|contradiction|contradiction|neutral,[]
"Premise   : A scruffy man is standing in front of a red shopping cart filled with boxes.
Hypothesis: A clean shaven man with an empty blue shopping cart.","Premise   : A clean shaven man is standing in front of an empty blue shopping cart.
Hypothesis: A clean shaven man with an empty blue shopping cart.",,entailment,2,0,neutral,[]
"Premise   : A woman in black walks down the street in front of a graffited wall.
Hypothesis: A lady walks down the street.","Premise   : A woman in black walks down the street in front of a graffited wall, while she is heading towards a nearby store to buy groceries.
Hypothesis: A lady walks down the street.",,contradiction,0,2,contradiction|contradiction|neutral,[]
"Premise   : This person looks to be snowboarding on a very small pile of snow on a sunny cold day.
Hypothesis: timmy stares at the remains of Jimmy hoffa","Premise   : This person looks to be snowboarding on a very small pile of snow on a sunny cold day in a location where Jimmy Hoffa's remains were actually found
Hypothesis: timmy stares at the remains of Jimmy hoffa",,neutral,2,5,neutral|neutral|neutral|neutral|neutral|neutral,[]
"Premise   : An elderly lady holding a scruffy dog and smiling contently.
Hypothesis: a woman holding a scruffy dog","Premise   : A young man holding a cat and frowning, with no dog in sight
Hypothesis: a woman holding a scruffy dog",,neutral,0,0,entailment,[]
"Premise   : A father is teaching his son how to ride a bicycle.
Hypothesis: The boy is improving quickly.","Premise   : The library is open on Sundays.
Hypothesis: The boy is improving quickly.",,contradiction,1,5,contradiction|contradiction|contradiction|contradiction|contradiction|contradiction,"[4, 5]"
"Premise   : The girl wearing a brown jacket whilst walking in snow.
Hypothesis: A woman is eating pasta in a restaurant.","Premise   : The woman wearing a brown jacket is eating pasta in a restaurant.
Hypothesis: A woman is eating pasta in a restaurant.",,contradiction,2,1,contradiction|neutral,[]
"Premise   : A man with a beard is playing an acoustic guitar on the street.
Hypothesis: The man tries to make some money from tips.","Premise   : A new species of bird has been discovered in a remote region.
Hypothesis: The man tries to make some money from tips.",,contradiction,1,5,contradiction|contradiction|contradiction|contradiction|contradiction|contradiction,"[2, 3, 5]"
"Premise   : A small child with a backpack walks down a narrow road next to a painted wall.
Hypothesis: A small child is walking on a road","Premise   : A small child with a backpack is playing in a field next to a narrow road.
Hypothesis: A small child is walking on a road",,contradiction,0,5,contradiction|contradiction|contradiction|contradiction|contradiction|contradiction,[]
"Premise   : A young man holding a young woman in his arms as they get splashed by water shooting up from a fountain.
Hypothesis: A young couple is very much in love.","Premise   : A young man holding a young woman in his arms as they get splashed by water shooting up from a fountain, and the man checks his watch.
Hypothesis: A young couple is very much in love.",,contradiction,1,5,contradiction|contradiction|contradiction|contradiction|contradiction|contradiction,"[1, 4, 5]"
"Premise   : A man and a child are purchasing ice cream from a man with a hand pushed ice cream cart.
Hypothesis: A father is buying his daughter ice cream.","Premise   : A man and a child are purchasing ice cream from a man with a hand pushed ice cream cart, while nearby a group of tourists are taking photos of a historic landmark.
Hypothesis: A father is buying his daughter ice cream.",,contradiction,1,0,neutral,[]
"Premise   : A female covering her face in laughter at the dinner table.
Hypothesis: A woman has heard a joke.","Premise   : A female not covering her face and not laughing at the dinner table.
Hypothesis: A woman has heard a joke.",,neutral,1,5,neutral|neutral|neutral|neutral|neutral|neutral,[]
"Premise   : A mom and her boy are riding in a bumper car.
Hypothesis: The mom and boy are at an amusement park.","Premise   : A mom and her boy are watching TV at home.
Hypothesis: The mom and boy are at an amusement park.",,neutral,0,2,neutral|neutral|contradiction,[1]
"Premise   : Police officer wearing a brown uniform talks into a wireless microphone.
Hypothesis: A police officer is silent.","Premise   : Police officer is not wearing a uniform and is not talking into a wireless microphone, but rather is silent and not speaking.
Hypothesis: A police officer is silent.",,contradiction,2,0,neutral,[]
"Premise   : In a snowy residential environment, a man with a brown jacket and gray mustache and beard places a hand on a felled log while another man in a blue shirt is blurry on the right side of the photo.
Hypothesis: The log is for firewood.","Premise   : In a quiet library, a man with a brown jacket and gray mustache and beard reads a book about history.
Hypothesis: The log is for firewood.",,contradiction,1,5,contradiction|contradiction|contradiction|contradiction|contradiction|contradiction,[]
"Premise   : A woman crosses the street with a baby in her arms.
Hypothesis: A woman crosses the street carrying her baby boy.","Premise   : A woman crosses the street with no baby in her arms.
Hypothesis: A woman crosses the street carrying her baby boy.",,neutral,1,0,contradiction,[]
"Premise   : A woman in a brown jacket and jeans is kneeling on a brick road while taking a picture of another woman posing.
Hypothesis: The woman posing is a famous model.","Premise   : A woman is walking down the street while another woman is posing for a picture.
Hypothesis: The woman posing is a famous model.",,contradiction,1,5,contradiction|contradiction|contradiction|contradiction|contradiction|contradiction,[]
"Premise   : An older women tending to a garden.
Hypothesis: The lady is cooking dinner","Premise   : A person is watching TV
Hypothesis: The lady is cooking dinner",,contradiction,2,5,contradiction|contradiction|contradiction|contradiction|contradiction|contradiction,[]
"Premise   : The three young children played with some toilet paper in the grass.
Hypothesis: The three young children are throwing the toilet paper around.","Premise   : The three young children carefully put the toilet paper back in the bathroom and then played with a ball in the grass.
Hypothesis: The three young children are throwing the toilet paper around.",,neutral,1,0,contradiction,[]
"Premise   : Man and woman rowing on surfboards third rower in distance.
Hypothesis: Couples rowing on surfboards.","Premise   : A single person rowing on a surfboard, with no other people in sight.
Hypothesis: Couples rowing on surfboards.",,neutral,0,5,neutral|neutral|neutral|neutral|neutral|neutral,"[1, 2, 3, 4, 5]"
"Premise   : A golden retriever nurses puppies.
Hypothesis: Puppies next to their mother","Premise   : A person is reading a book in a library.
Hypothesis: Puppies next to their mother",,contradiction,0,5,contradiction|contradiction|contradiction|contradiction|contradiction|contradiction,"[2, 3]"
"Premise   : A performer plays an instrument for the audience.
Hypothesis: The instrument plays a performer for an audience.","Premise   : The weather forecast predicts a sunny day for the weekend.
Hypothesis: The instrument plays a performer for an audience.",,entailment,2,0,contradiction,[]
"Premise   : A man throws his young boy playfully into the air standing on a beach.
Hypothesis: A Dad and son is playing on the beach.","Premise   : A woman reads a book under a colorful umbrella on a different beach.
Hypothesis: A Dad and son is playing on the beach.",,contradiction,0,5,contradiction|contradiction|contradiction|contradiction|contradiction|contradiction,"[2, 3, 4, 5]"
"Premise   : A dog jumping for a Frisbee in the snow.
Hypothesis: A cat washes his face and whiskers with his front paw.","Premise   : A dog jumping for a Frisbee in the snow, and there is no cat washing his face and whiskers with his front paw
Hypothesis: A cat washes his face and whiskers with his front paw.",,entailment,2,1,entailment|neutral,[]
"Premise   : Small girl riding in play car.
Hypothesis: A girl is riding in a toy car.","Premise   : The city has a new library with a wide collection of books.
Hypothesis: A girl is riding in a toy car.",,contradiction,0,5,contradiction|contradiction|contradiction|contradiction|contradiction|contradiction,[1]
"Premise   : People walk outside ""The Tempe Bar"".
Hypothesis: People move around outside.","Premise   : Nobody moves around outside.
Hypothesis: People move around outside.",,neutral,0,3,neutral|neutral|neutral|contradiction,[]
"Premise   : A group of people having a conversation.
Hypothesis: People are talking about politics.","Premise   : A group of people watching a movie in complete silence.
Hypothesis: People are talking about politics.",,neutral,1,0,contradiction,[]
"Premise   : A man in an army uniform speaks into a microphone.
Hypothesis: A soldier speaks into the microphone.","Premise   : A civilian speaks into the microphone.
Hypothesis: A soldier speaks into the microphone.",,neutral,0,5,neutral|neutral|neutral|neutral|neutral|neutral,"[3, 4, 5]"
"Premise   : A child sits in a tree holding a branch.
Hypothesis: The adult jumped up onto the tree.","Premise   : The tree is bare and has no branches for anyone to hold or jump onto.
Hypothesis: The adult jumped up onto the tree.",,neutral,2,0,contradiction,[]
"Premise   : A man with a beer in his hand listens to a woman talk.
Hypothesis: A man has a beer with him.","Premise   : A man with no drink in his hand listens to a woman talk.
Hypothesis: A man has a beer with him.",,neutral,0,0,contradiction,[]
"Premise   : Two little boys are smiling and laughing while one is standing and one is in a bouncy seat.
Hypothesis: The little boys are crying.","Premise   : Two little boys are in the room.
Hypothesis: The little boys are crying.",,contradiction,2,1,contradiction|neutral,[]
"Premise   : Two men in suits standing in front of a bus, one is wearing a medal.
Hypothesis: Two men are standing in front of a large vehicle.","Premise   : There are no men standing in front of a large vehicle.
Hypothesis: Two men are standing in front of a large vehicle.",,neutral,0,5,neutral|neutral|neutral|neutral|neutral|neutral,[]
"Premise   : A woman is cutting into a sandwich while sitting at an outdoor table.
Hypothesis: The lady on the table is cutting her sandwhich","Premise   : A woman is walking down the street
Hypothesis: The lady on the table is cutting her sandwhich",,contradiction,0,5,contradiction|contradiction|contradiction|contradiction|contradiction|contradiction,[5]
"Premise   : Three men are working with their bikes in the shoulder of a road.
Hypothesis: The men's bikes broke.","Premise   : Three men are standing near their bikes.
Hypothesis: The men's bikes broke.",,contradiction,1,5,contradiction|contradiction|contradiction|contradiction|contradiction|contradiction,[]
"Premise   : A boy and a girl stand in a median amongst Mike Huckabee signs.
Hypothesis: Two people stand on a median with advertising signs.","Premise   : No people stand on a median with advertising signs.
Hypothesis: Two people stand on a median with advertising signs.",,neutral,0,5,neutral|neutral|neutral|neutral|neutral|neutral,"[4, 5]"
"Premise   : A man who wears glasses, a blue shirt and a Chicago White Sox cap holds a young boy who also wears a blue shirt.
Hypothesis: The man the baseball is taking his son to a baseball game today.","Premise   : A man who wears glasses, a blue shirt and a Chicago White Sox cap holds a young boy who also wears a blue shirt, while nearby a woman reads a book and a dog runs around a tree, as they all wait for a bus on a sunny day.
Hypothesis: The man the baseball is taking his son to a baseball game today.",,contradiction,1,5,contradiction|contradiction|contradiction|contradiction|contradiction|contradiction,"[1, 2, 4, 5]"
"Premise   : Naked children play on the muddy riverbank.
Hypothesis: THE NUDE KIDS PLAYED ON THE RIVERBANK  IN THE MUD JUST TO HAVE A MUD BATH","Premise   : A group of people went for a walk near the river.
Hypothesis: THE NUDE KIDS PLAYED ON THE RIVERBANK  IN THE MUD JUST TO HAVE A MUD BATH",,contradiction,1,5,contradiction|contradiction|contradiction|contradiction|contradiction|contradiction,[]
"Premise   : A boy runs as others play on a homemade slip and slide.
Hypothesis: A boy is running.","Premise   : A boy stands still as others play on a homemade slip and slide.
Hypothesis: A boy is running.",,neutral,0,0,entailment,[]
"Premise   : A rescue worker searches with a flashlight under a slab in a ruined building.
Hypothesis: A rescue worker searches for survivors.","Premise   : A rescue worker searches with a flashlight under a slab in a ruined building and the search has been called off due to the confirmation of no survivors
Hypothesis: A rescue worker searches for survivors.",,neutral,1,4,neutral|neutral|neutral|neutral|contradiction,[]
"Premise   : People boating on a lake with the sun through the clouds in the distance.
Hypothesis: people on boat","Premise   : The lake is empty with no people or boats in sight, under a cloudy sky with the sun completely hidden.
Hypothesis: people on boat",,neutral,0,0,contradiction,[]
"Premise   : The man white purple and white polka-dotted shirts is eating and looking to his right while the woman behind him has a confused look on her face.
Hypothesis: The guy is eating a sandwich while a lady wonders what's in the sandwich.","Premise   : The man wearing a white, purple, and white polka-dotted shirt is not eating and the woman behind him is unaware of what he is doing because he is not having a sandwich.
Hypothesis: The guy is eating a sandwich while a lady wonders what's in the sandwich.",,neutral,1,5,neutral|neutral|neutral|neutral|neutral|neutral,[]
"Premise   : A dog with a collar on lying on the street.
Hypothesis: There is an animal outdoors.","Premise   : There are no animals outdoors.
Hypothesis: There is an animal outdoors.",,neutral,0,5,neutral|neutral|neutral|neutral|neutral|neutral,"[3, 4, 5]"
"Premise   : Performer who is wearing 2 hats a scary mask and a black and white robe.
Hypothesis: The actor playing Voldemort is wearing a scary mask and a black and white robe.","Premise   : Performer who is wearing 2 hats a friendly mask and a colorful robe.
Hypothesis: The actor playing Voldemort is wearing a scary mask and a black and white robe.",,neutral,1,0,contradiction,[]
"Premise   : Sports team members practice and relax on a basketball court.
Hypothesis: Team members of a sport is relaxing after practice.","Premise   : Sports team members are actively training after practice.
Hypothesis: Team members of a sport is relaxing after practice.",,neutral,0,3,neutral|neutral|neutral|contradiction,[]
